rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmrasymerr,st_pmdec,st_pmdecsymerr,pl_tranmid,pl_tranmidsymerr,pl_orbper,pl_orbpersymerr,pl_trandurh,pl_trandurhsymerr,pl_trandep,pl_trandepsymerr,pl_rade,pl_radesymerr,pl_insol,pl_insolsymerr,pl_eqt,pl_eqtsymerr,st_tmag,st_tmagsymerr,st_dist,st_distsymerr,st_teff,st_teffsymerr,st_logg,st_loggsymerr,st_rad,st_radsymerr,toi_created,rowupdate,ra_error,dec_error,st_pmra_error,st_pmdec_error,pl_tranmid_error,pl_orbper_error,pl_trandurh_error,pl_trandep_error,pl_rade_error,pl_insol_error,pl_eqt_error,st_tmag_error,st_dist_error,st_teff_error,st_logg_error,st_rad_error
7282,7375.01,7375,395790368,395790368.01,1,PC,21h46m36.97s,326.654048,+48d02m38.97s,48.044159,3.191,1.0,-4.176,1.0,2460580.648685,1,27.1970496,1,5.476,1,4620.0,1,5.40151,1,33.8579,,672.0,,11.7285,1,288.327,1,5859.0,1,4.52,1,0.94,1,2025-04-10 23:03:07,2025-04-11 12:03:11,,,0.05,0.053,0.004225,0.0001303,0.708,204.578,0.332408,,,0.006,2.4935,186.7,0.08,0.05
7283,7376.01,7376,245349211,245349211.01,1,PC,23h05m44.86s,346.436934,+22d43m19.7s,22.72214,-4.162,1.0,0.223,1.0,2460581.133031,1,7.4861705,1,2.425,1,9456.0,1,11.6489,1,123.231,,928.0,,13.4565,1,630.502,1,5658.0,1,4.34,1,1.11,1,2025-04-10 23:03:07,2025-09-09 12:04:04,,,0.054,0.037,0.003717,5.25e-05,1.042,2942.63,,,,0.007,12.031,122.0,,
7284,7377.01,7377,255998336,255998336.01,1,PC,20h17m28.02s,304.366738,+53d18m57.51s,53.315974,-8.317,1.0,-7.799,1.0,2460572.501975,1,6.7735083,1,2.36,1,5189.0,1,7.81582,1,62.2808,,782.0,,13.283,1,537.0,1,5080.0,1,4.27,1,1.12,1,2025-04-10 23:03:07,2025-09-09 12:04:04,,,0.042,0.033,0.005313,4.53e-05,0.701,551.791,,,,0.009,5.8415,122.0,,
7285,7378.01,7378,373196394,373196394.01,1,PC,21h19m37s,319.904147,+36d06m14.27s,36.103965,-42.432,1.0,-118.884,1.0,2460582.875797,1,7.0814677,1,2.055,1,1018.0,1,2.13402,1,16.5736,,562.0,,10.7934,1,59.9538,1,4024.0,1,4.61,1,0.65,1,2025-04-10 23:03:07,2025-09-09 12:04:04,,,0.031,0.038,0.002708,3.71e-05,0.343,83.7867,0.227364,,,0.006,0.08925,118.2,0.11,0.06
7286,7379.01,7379,427715152,427715152.01,1,PC,23h25m04.18s,351.267408,+18d49m17.73s,18.821592,4.24,1.0,4.809,1.0,2460573.721491,1,10.9911631,1,1.559,1,18917.0,1,21.5876,1,16.8854,,564.0,,13.2782,1,452.675,1,4915.3,1,4.34,1,1.01,1,2025-04-10 23:03:07,2025-04-11 12:03:11,,,0.041,0.03,0.001855,4.36e-05,0.426,23278.7,,,,0.008,6.2195,52.4,,
7287,738.01,738,260304800,260304800.01,1,PC,06h18m08.51s,94.535471,-57d33m31.42s,-57.558727,-5.197,1.0,25.629,1.0,2458544.257701,1,3.4405946,1,2.5441317,1,8647.4527322,1,8.8966421,1,331.8274983,,1088.5486481,,12.7474,1,389.884,1,5324.0,1,4.43563,1,0.942255,1,2019-05-15 18:24:35,2024-09-09 10:08:01,,,0.025,0.029,0.000201,1.2e-06,0.034676,69.15744,0.5266662,,,0.006,2.253,184.0,2.00393,0.0537487
7288,7380.01,7380,53461742,53461742.01,1,PC,06h51m34.01s,102.891692,-26d59m33.47s,-26.992631,-4.987,1.0,-2.903,1.0,2460663.330929,1,4.4136877,1,3.411058,1,10509.3289627,1,18.2343114,1,1427.7515561,,1567.7720228,,13.2956,1,1305.98,1,6627.0,1,4.12522,1,1.6901799,1,2025-04-10 23:13:18,2025-04-11 12:03:11,,,0.022,0.028,0.003857,0.0010188,0.2182494,666.8679,0.9012098,,,0.009,29.985,122.0,,
7289,7381.01,7381,52745699,52745699.01,1,PC,06h37m01.42s,99.255936,-00d48m38.52s,-0.810699,-2.475,1.0,1.143,1.0,2460664.333169,1,3.1653382,1,3.4977253,1,14923.6407951,1,15.6677026,1,1153.9412259,,1486.5025957,,13.7471,1,951.289,1,6463.47,1,4.35821,1,1.25477,1,2025-04-10 23:13:18,2025-04-11 12:03:11,,,0.058,0.057,0.002751,0.0006267,0.1617645,767.9876,0.6563169,,,0.04,32.982,24.38,,
7290,7382.01,7382,124128680,124128680.01,1,PC,06h08m46.34s,92.193096,-18d02m53.23s,-18.048119,70.592,1.0,-98.835,1.0,2460663.461613,1,1.0370296,1,1.5186096,1,304.1228723,1,1.6018171,1,1400.1017301,,1560.1259032,,9.6069,1,85.2762,1,5075.0,1,4.43767,1,0.922377,1,2025-04-10 23:13:18,2025-04-11 12:03:11,,,0.054,0.058,0.001691,0.0001279,0.224912,36.22664,1.700492,,,0.006,0.23295,124.717,0.0820481,0.0557889
7291,7383.01,7383,11755687,11755687.01,1,KP,06h02m34.48s,90.643666,-00d34m37.6s,-0.57711,5.933,1.0,-40.68,1.0,2460663.454963,1,3.0522686,1,2.2564388,1,15853.2048135,1,12.6558112,1,426.5350511,,1159.0667061,,12.4821,1,363.66,1,5370.0,1,4.43994,1,0.962287,1,2025-04-10 23:13:18,2025-04-14 12:03:26,,,0.042,0.043,0.000978,0.0001879,0.059386,368.96384,0.7681826,,,0.006,3.033,140.501,0.0820357,0.0543518
7292,7384.01,7384,192833836,192833836.01,1,PC,05h32m24.76s,83.103183,-39d50m03.3s,-39.83425,-45.865,1.0,-102.014,1.0,2460668.525654,1,6.2335155,1,1.5179746,1,13899.3555966,1,3.9286675,1,4.8420828,,378.3361173,,13.694,1,66.7902,1,3211.0,1,4.91063,1,0.313932,1,2025-04-10 23:13:18,2025-04-11 12:03:11,,,0.083,0.102,0.002568,0.0014056,0.2056762,1476.0515,0.404057,,,0.008,0.19805,157.0,0.0038329,0.0094984
7293,7385.01,7385,235072851,235072851.01,1,PC,05h44m34.59s,86.144122,-45d16m06.44s,-45.268456,12.646,1.0,0.843,1.0,2460664.871072,1,3.1191196,1,2.0922004,1,24617.3354776,1,11.4433015,1,188.65162,,945.2243136,,13.709,1,415.951,1,5036.0,1,4.6554,1,0.71363,1,2025-04-10 23:13:18,2025-04-11 12:03:11,,,0.038,0.038,0.001154,0.0002595,0.0830148,800.02924,0.3878226,,,0.006,3.1365,122.0,,
7294,7386.01,7386,296354161,296354161.01,1,PC,08h21m23.73s,125.348879,-13d30m27.92s,-13.507755,6.101,1.0,-3.536,1.0,2460693.847326,1,6.0042191,1,6.3533818,1,6642.539062,1,15.9733684,1,1054.9813337,,1453.5532398,,12.3256,1,879.397,1,6226.0,1,3.94871,1,1.92428,1,2025-04-10 23:15:05,2025-04-11 12:03:11,,,0.052,0.044,0.002534,0.0011717,0.1917833,260.4925,1.0805868,,,0.007,28.0955,126.313,0.0882533,0.108905
7295,7387.01,7387,300381700,300381700.01,1,PC,07h25m21.7s,111.340399,-67d04m02.46s,-67.067351,-9.819,1.0,24.103,1.0,2460724.869283,1,9.0856617,1,2.9738059,1,6003.3964722,1,12.2780704,1,297.9559009,,1059.6385441,,12.4307,1,597.533,1,5999.0,1,4.18213,1,1.41459,1,2025-04-10 23:15:52,2025-04-11 12:03:11,,,0.032,0.031,0.002745,0.0021508,0.1950337,343.13312,0.7766375,,,0.006,5.979,130.529,0.0769389,0.0637136
7296,7388.01,7388,124573902,124573902.01,1,APC,10h35m36.76s,158.903163,-05d21m21.59s,-5.355998,-175.625,1.0,73.63,1.0,2460718.288712,1,0.3328569,1,0.3988306,1,767910.313098,1,,1,11306.960198,,2630.0028276,,17.007,1,164.011,1,5780.0,1,4.438,1,,1,2025-04-10 23:15:52,2025-09-05 10:08:01,,,0.148,0.129,9.3e-05,2.9e-06,0.0089367,34219.55,,,,0.013,2.927,,,
7297,7389.01,7389,224603921,224603921.01,1,PC,17h01m20.71s,255.336281,+56d59m17.47s,56.988187,-3.013,1.0,-66.402,1.0,2460658.743973,1,26.345109,1,6.144,1,130.0,1,1.2912,1,237.78,,1093.0,,8.86873,1,100.677,1,5895.0,1,4.33659,1,1.16,1,2025-05-01 19:22:14,2025-07-22 12:04:25,,,0.047,0.052,0.008072,0.0002485,2.492,14.9453,0.112739,,,0.006,0.2695,124.968,0.0768075,0.06
7298,739.01,739,279425357,279425357.01,1,PC,06h59m57.84s,104.991003,-57d37m07.23s,-57.618675,-4.901,1.0,-7.095,1.0,2458547.482086,1,9.0150439,1,1.6002059,1,4800.0853698,1,12.2284921,1,188.1793714,,944.6322163,,11.6049,1,340.416,1,6083.61,1,4.3203,1,1.1584001,1,2019-06-06 16:40:58,2024-09-09 10:08:01,,,1.121,1.121,0.000555,5.7e-06,0.0521785,129.98482,5.054026,,,0.006,,125.0,0.2,
7299,7390.01,7390,160075684,160075684.01,1,PC,14h44m17.62s,221.073421,+84d26m54.85s,84.44857,-90.717,1.0,9.068,1.0,2458689.030976,1,81.3716681,1,4.8546107,1,924.1311645,1,1.643195,1,0.6444404,,228.515378,,11.4148,1,61.7605,1,3861.0,1,4.70582,1,0.536259,1,2025-05-01 19:22:14,2025-09-19 12:04:41,,,0.039,0.037,0.006403,0.0007612,0.8501961,112.57526,0.899635,,,0.007,0.08455,157.0,0.0090297,0.0157136
7300,7391.01,7391,258776466,258776466.01,1,PC,19h05m52.57s,286.469051,+70d38m14.95s,70.637486,24.893,1.0,144.027,1.0,2458685.982489,1,7.4108495,1,1.9719278,1,1257.5647375,1,1.5612416,1,8.3370112,,433.383473,,12.7294,1,73.2382,1,3578.0,1,4.8114,1,0.416718,1,2025-05-01 19:22:14,2025-09-19 12:04:41,,,0.052,0.08,0.001735,1.9e-05,0.4506909,105.02037,0.5807355,,,0.008,0.1973,157.0,0.0044836,0.0124819
7301,7392.01,7392,198178859,198178859.01,1,PC,16h17m07.52s,244.281332,+60d01m16.04s,60.021122,-38.516,1.0,19.842,1.0,2458711.827601,1,7.3050577,1,3.2531651,1,180.4217296,1,1.3350551,1,124.8600979,,852.5614028,,10.0976,1,120.234,1,5382.0,1,4.47248,1,0.928396,1,2025-05-01 19:33:46,2025-09-19 12:04:41,,,0.061,0.081,0.003842,6.08e-05,0.4520681,22.649992,0.7411176,,,0.006,0.5255,122.526,0.0828284,0.0505025
7302,7393.01,7393,165598669,165598669.01,1,PC,15h09m26.36s,227.359837,+55d58m51.8s,55.981056,-40.156,1.0,-76.945,1.0,2460369.408442,1,3.3370666,1,1.4698923,1,31534.6212557,1,13.8579058,1,70.7976307,,739.8172112,,13.4832,1,189.038,1,3846.77,1,4.52283,1,0.696696,1,2025-05-01 19:36:00,2025-05-02 12:03:25,,,0.032,0.03,0.000616,6.69e-05,0.0356572,1117.1398,0.4051986,,,0.006,0.644,106.78,,
7303,7394.01,7394,161687211,161687211.01,1,PC,15h44m13.25s,236.055193,+58d33m09.94s,58.552762,-25.997,1.0,0.214,1.0,2460556.902315,1,1.2529966,1,1.2067305,1,31852.8076269,1,11.6123427,1,167.6312929,,917.7164642,,13.7088,1,189.986,1,3722.0,1,4.65666,1,0.593558,1,2025-05-01 19:36:00,2025-05-02 12:03:25,,,0.053,0.056,0.000312,7e-07,0.0384357,815.6964,0.4359495,,,0.007,0.9555,157.0,0.0108207,0.0177601
7304,7395.01,7395,273234825,273234825.01,1,KP,19h49m51.68s,297.465335,+42d52m58.27s,42.882852,4.779,1.0,-0.237,1.0,2458719.72728,1,125.8659048,1,9.1490581,1,11477.528288,1,11.5595833,1,0.1635804,,162.2006503,,13.5102,1,704.438,1,5968.88,1,4.42517,1,1.0645,1,2025-05-01 19:36:00,2025-05-01 16:00:02,,,0.029,0.03,0.013945,0.0167167,1.0929377,1313.0186,1.376859,,,0.01,8.809,41.9175,,
7305,7396.01,7396,273690178,273690178.01,1,KP,19h52m19.07s,298.079445,+44d44m46.49s,44.746248,-1.432,1.0,-20.313,1.0,2458690.740709,1,14.8589888,1,2.8916037,1,4164.2633575,1,6.3961703,1,50.2731221,,679.1312483,,12.9879,1,433.047,1,5359.0,1,4.44804,1,0.951815,1,2025-05-01 19:36:00,2025-05-01 16:00:02,,,0.031,0.028,0.003489,5.12e-05,0.5474579,454.09158,1.5622766,,,0.006,3.181,103.565,0.0848152,0.0605025
7306,7397.01,7397,259238498,259238498.01,1,PC,19h32m14.02s,293.058398,+70d53m20.71s,70.889085,3.455,1.0,22.601,1.0,2458688.865674,1,26.6796741,1,5.5665696,1,367.923381,1,2.0546727,1,44.7928664,,659.814664,,10.7974,1,231.907,1,6339.0,1,4.49485,1,1.0493799,1,2025-05-01 19:36:00,2025-09-19 12:04:41,,,0.04,0.042,0.004453,0.0001196,1.0995694,40.918747,1.7522461,,,0.008,1.3625,143.464,0.0848259,0.0469925
7307,7398.01,7398,122706449,122706449.01,1,PC,19h23m44.8s,290.93666,+40d07m29.46s,40.124851,-10.524,1.0,1.137,1.0,2460314.772985,1,2.6068332,1,2.2458943,1,5122.0262322,1,7.2660515,1,727.0066153,,1324.3547704,,13.8836,1,1270.53,1,5780.0,1,4.438,1,1.0,1,2025-05-01 19:36:00,2025-05-02 12:03:25,,,2.099,2.099,0.004955,0.0004174,0.665964,661.1013,2.88834,,,0.006,,,,
7308,7399.01,7399,233194447,233194447.01,1,PC,17h35m47.98s,263.949937,+66d45m32.3s,66.758971,5.578,1.0,-24.944,1.0,2458770.689852,1,,1,14.4476548,1,374.6741409,1,4.4092605,1,1.8237252,,296.3873043,,8.71433,1,207.771,1,6582.0,1,3.89425,1,2.1891201,1,2025-05-01 20:27:30,2025-05-02 12:03:25,,,0.054,0.058,0.008799,,0.6895558,44.293674,0.6829047,,,0.006,1.1415,126.298,0.0861232,0.0917612
7309,740.01,740,310009611,310009611.01,1,PC,10h08m28.33s,152.118034,-50d18m27.01s,-50.307503,-25.127,1.0,-30.379,1.0,2460036.326522,1,2.131225,1,3.006,1,479.0,1,1.98371,1,3661.38,,2167.0,,9.529,1,115.091,1,5776.0,1,4.40631,1,0.97,1,2019-05-15 18:24:36,2023-05-11 10:10:01,,,0.05,0.049,0.003033,6.4e-06,1.188,30.1126,0.127756,,,0.006,0.44,189.0,0.269085,0.05
7310,7400.01,7400,333324340,333324340.01,1,PC,23h33m57.23s,353.488442,+37d23m29.05s,37.391404,23.831,1.0,3.553,1.0,2460608.304783,1,1.8289577,1,1.166,1,27211.0,1,11.0874,1,52.7898,,750.0,,14.903,1,397.982,1,3835.0,1,4.61,1,0.65,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,0.06,0.049,0.002022,6.7e-06,0.213,2749.28,0.727914,,,0.007,7.795,157.0,0.01,0.02
7311,7401.01,7401,177697418,177697418.01,1,PC,23h59m45.89s,359.941195,+47d39m01.12s,47.650312,0.472,1.0,0.71,1.0,2460605.876222,1,4.3181867,1,3.557,1,4899.0,1,13.8846,1,658.826,,1411.0,,12.8837,1,1136.26,1,6139.3,1,3.87,1,2.08,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,0.03,0.023,0.004006,1.6e-05,0.473,331.827,0.987225,,,0.007,30.785,120.9,0.08,0.11
7312,7402.01,7402,455733237,455733237.01,1,PC,23h48m39.91s,357.166282,+40d31m47.76s,40.529933,10.669,1.0,-22.123,1.0,2460599.475512,1,14.3640841,1,4.424,1,1678.0,1,4.01769,1,166.31,,1000.0,,10.3782,1,194.345,1,6070.0,1,4.39,1,1.12,1,2025-05-01 20:31:59,2025-09-13 12:03:34,,,0.045,0.038,0.003584,0.000149,1.541,105.923,0.277067,,,0.006,1.3555,149.8,0.08,0.05
7313,7403.01,7403,173706852,173706852.01,1,PC,23h16m24.44s,349.101843,+42d05m43.73s,42.095481,8.341,1.0,-4.864,1.0,2460604.194642,1,10.1170644,1,2.991,1,18151.0,1,14.1869,1,44.8165,,720.0,,13.0102,1,494.296,1,5456.2,1,4.38,1,1.04,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,0.029,0.023,0.001019,1.26e-05,0.137,582.269,,,,0.007,4.581,29.5,,
7314,7404.01,7404,352409708,352409708.01,1,PC,01h02m36.84s,15.653483,+40d55m37.61s,40.927114,-1.691,1.0,-5.881,1.0,2460608.458229,1,1.463442,1,3.42,1,3135.0,1,11.5534,1,6669.25,,2517.0,,12.3047,1,1074.28,1,6456.6,1,3.85,1,2.26,1,2025-05-01 20:31:59,2025-09-09 12:04:04,,,0.067,0.059,0.001736,2.7e-06,0.292,115.389,0.904012,,,0.007,59.435,135.9,0.1,0.17
7315,7405.01,7405,374173310,374173310.01,1,PC,23h09m45.88s,347.441152,+36d31m25.93s,36.52387,31.952,1.0,-17.392,1.0,2460604.369491,1,15.4474502,1,1.785,1,31272.0,1,9.61675,1,1.30676,,297.0,,14.7013,1,274.983,1,3635.0,1,4.68,1,0.56,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,0.065,0.08,0.004346,0.0001064,0.219,2690.98,0.617681,,,0.007,4.884,157.0,0.01,0.02
7316,7406.01,7406,173615288,173615288.01,1,PC,23h14m31.98s,348.633246,+47d19m08.34s,47.318984,3.235,1.0,-6.615,1.0,2460606.164783,1,2.8885639,1,2.662,1,6060.0,1,11.9765,1,905.611,,1528.0,,11.8685,1,542.965,1,6207.0,1,4.11,1,1.59,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,0.042,0.036,0.000868,2.2e-06,0.3,132.358,0.600568,,,0.007,8.5635,127.6,0.08,0.08
7317,7407.01,7407,439939258,439939258.01,1,PC,00h03m57.65s,0.990191,+47d28m06.46s,47.46846,-20.943,1.0,-29.454,1.0,2460607.117558,1,4.4640046,1,1.764,1,9715.0,1,18.4255,1,278.086,,1137.0,,12.9943,1,470.7,1,5672.6,1,4.49,1,0.94,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,0.029,0.02,0.001539,1.71e-05,0.444,17134.3,5.10863,,,0.007,5.108,120.2,0.08,0.05
7318,7408.01,7408,202648961,202648961.01,1,PC,00h30m09.59s,7.539974,+50d44m47.16s,50.746432,12.77,1.0,-5.576,1.0,2460600.375529,1,8.0242387,1,2.189,1,4500.0,1,10.0363,1,49.9979,,740.0,,12.7693,1,654.033,1,5531.0,1,4.07,1,1.5,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,0.034,0.021,0.003342,3.02e-05,0.381,392.621,0.782475,,,0.009,12.133,134.0,0.08,0.09
7319,7409.01,7409,432224130,432224130.01,1,PC,23h30m19.16s,352.579845,+30d43m03.96s,30.717768,-11.607,1.0,-13.819,1.0,2460608.457188,1,2.6800806,1,1.828,1,6267.0,1,13.7764,1,457.835,,1288.0,,12.5455,1,772.454,1,6164.0,1,4.05,1,1.69,1,2025-05-01 20:31:59,2025-09-09 12:04:04,,,0.045,0.032,0.002339,0.0001923,0.24,379.945,0.83063,,,0.009,17.2855,134.3,0.09,0.08
7320,741.01,741,359271092,359271092.01,1,CP,09h21m35.85s,140.399376,-60d16m52.21s,-60.281169,-840.114,1.0,182.09,1.0,2460006.41417,1,7.5768334,1,2.073,1,289.0,1,0.867887,1,26.1371,,629.0,,7.66874,1,10.454,1,3766.0,1,4.75957,1,0.53,1,2019-06-06 16:40:58,2025-04-21 12:03:49,,,0.056,0.062,0.004855,3.52e-05,0.83,32.1517,0.066986,,,0.007,0.00315,95.0,0.060823,0.02
7321,7410.01,7410,352107384,352107384.01,1,PC,23h49m43.67s,357.431948,+33d26m36.12s,33.443368,27.974,1.0,-18.257,1.0,2460603.493826,1,3.5043637,1,0.536,1,1877.0,1,5.28288,1,23.8843,,615.0,,10.9417,1,246.196,1,6000.0,1,4.41,1,1.09,1,2025-05-01 20:31:59,2025-09-13 12:03:34,,,0.08,0.051,0.001477,1.1e-05,0.178,437.689,0.652513,,,0.006,4.368,123.5,0.08,0.05
7322,7411.01,7411,440001383,440001383.01,1,PC,00h10m09.92s,2.541349,+44d15m21.42s,44.255949,-18.209,1.0,-4.585,1.0,2460604.178838,1,3.1551543,1,2.97,1,6608.0,1,11.3807,1,710.749,,1438.0,,13.1482,1,871.387,1,5808.3,1,4.11,1,1.5,1,2025-05-01 20:31:59,2025-09-09 12:04:04,,,0.034,0.021,0.003356,1.33e-05,0.458,438.734,,,,0.008,16.2665,143.4,,
7323,7412.01,7412,177494632,177494632.01,1,PC,23h54m36.28s,358.651148,+46d38m51.09s,46.647524,10.432,1.0,0.607,1.0,2460608.293547,1,1.7636086,1,1.346,1,2047.0,1,5.7502,1,624.378,,1392.0,,11.7668,1,425.523,1,6201.0,1,4.33,1,1.23,1,2025-05-01 20:31:59,2025-09-13 12:03:34,,,0.059,0.035,0.001656,3e-06,0.205,164.571,0.357724,,,0.007,7.4965,105.2,0.08,0.05
7324,7413.01,7413,154480367,154480367.01,1,PC,22h52m44.77s,343.186534,+47d33m52.93s,47.564703,111.698,1.0,23.437,1.0,2460609.793966,1,3.8037696,1,1.507,1,20290.0,1,4.54584,1,11.636,,514.0,,14.6635,1,114.604,1,3326.0,1,4.91,1,0.32,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,0.093,0.093,0.002214,1.85e-05,0.225,1635.25,0.260649,,,0.008,0.808,157.0,,0.01
7325,7414.01,7414,127426341,127426341.01,1,PC,00h24m10.21s,6.042555,+39d06m31.17s,39.108659,3.912,1.0,-7.654,1.0,2460601.373333,1,7.899462,1,1.721,1,8727.0,1,11.0515,1,26.868,,634.0,,12.3016,1,412.431,1,5461.1,1,4.28,1,1.17,1,2025-05-01 20:31:59,2025-09-09 12:04:04,,,0.056,0.053,0.001231,1.05e-05,0.194,462.787,0.647545,,,0.008,7.488,101.8,0.08,0.06
7326,7415.01,7415,374177909,374177909.01,1,FP,23h10m22.55s,347.593973,+41d08m37.09s,41.143636,7.508,1.0,-30.736,1.0,2460610.088051,1,0.1638211,1,0.492,1,14983.0,1,2.5995,1,1369.85,,1694.0,,14.2981,1,85.964,1,3314.0,1,4.94,1,0.29,1,2025-05-01 20:31:59,2025-07-22 12:04:25,,,0.08,0.08,0.000757,4e-07,0.229,4234.88,0.82436,,,0.007,0.4487,157.0,0.01,0.01
7327,7416.01,7416,191373021,191373021.01,1,PC,00h41m02.62s,10.260932,+43d03m23.45s,43.056514,25.035,1.0,-5.975,1.0,2460610.041379,1,0.3013943,1,0.407,1,4894.0,1,7.35109,1,1219.13,,1646.0,,12.8953,1,341.637,1,5223.8,1,4.6,1,0.78,1,2025-05-01 20:31:59,2025-09-09 12:04:04,,,0.058,0.061,0.001048,3e-07,0.132,1717.21,0.966051,,,0.007,3.9765,117.9,0.08,0.04
7328,7417.01,7417,25624952,25624952.01,1,FP,23h29m22.92s,352.345492,+53d37m00.13s,53.616702,1.966,1.0,1.287,1.0,2460609.806852,1,3.1239462,1,2.102,1,5224.0,1,18.1791,1,545.644,,1346.0,,13.222,1,1402.62,1,6159.0,1,3.75,1,2.4,1,2025-05-01 20:31:59,2025-05-13 12:03:17,,,0.03,0.026,0.003119,1.11e-05,0.576,492.505,,,,0.009,42.06,122.0,,
7329,7418.01,7418,291732201,291732201.01,1,PC,23h55m22.13s,358.842207,+41d21m35.07s,41.359742,-2.833,1.0,-9.153,1.0,2460604.284664,1,6.7415334,1,3.446,1,23765.0,1,15.348,1,171.945,,1008.0,,11.8802,1,308.987,1,5896.0,1,4.51,1,0.95,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,0.045,0.034,0.000623,4e-06,0.066,309.15,0.785279,,,0.007,3.6065,133.2,0.08,0.05
7330,7419.01,7419,199296714,199296714.01,1,PC,22h16m57.84s,334.241001,+46d55m27.77s,46.924381,-3.431,1.0,-2.655,1.0,2460608.298102,1,1.3777496,1,1.862,1,2957.0,1,8.96319,1,2361.29,,1942.0,,13.1291,1,1163.61,1,6461.0,1,4.09,1,1.71,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,0.032,0.03,0.003171,5.5e-06,0.392,256.435,,,,0.007,27.945,122.0,,
7331,742.01,742,373424049,373424049.01,1,FP,09h20m13.63s,140.056794,-53d07m10.87s,-53.119685,2.654,1.0,-0.909,1.0,2458543.475174,1,0.963081,1,2.378514,1,244.261214,1,2.727644,1,23744.773941,,3166.006188,,8.6333,1,227.265,1,8688.0,1,4.32187,1,1.68698,1,2019-06-06 16:40:58,2021-10-29 12:59:15,,,0.063,0.062,0.00283,0.000194,0.265809,18.360544,0.596427,,,0.006,1.844,230.0,0.344824,0.245108
7332,7420.01,7420,259188347,259188347.01,1,PC,23h23m04.92s,350.770489,+38d28m05.65s,38.468237,-21.598,1.0,-43.764,1.0,2460592.498987,1,25.5249554,1,3.66,1,50048.0,1,,1,,,,,13.4473,1,265.273,1,,1,,1,,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,2.172,2.172,0.000904,2.18e-05,0.345,2698.35,,,,0.007,,,,
7333,7421.01,7421,354478327,354478327.01,1,PC,23h52m35.29s,358.147057,+37d31m13.58s,37.52044,96.998,1.0,10.286,1.0,2460610.28484,1,0.3489261,1,0.31,1,1107.0,1,5.03606,1,1715.88,,1793.0,,12.0377,1,208.617,1,5086.7,1,4.59,1,0.78,1,2025-05-01 20:31:59,2025-09-13 12:03:34,,,0.051,0.037,0.001394,5e-07,0.193,2998.52,2.19264,,,0.006,1.4995,102.7,0.08,0.04
7334,7422.01,7422,302477411,302477411.01,1,PC,02h47m30.99s,41.879119,+53d17m11.32s,53.286479,8.113,1.0,-3.024,1.0,2460635.772641,1,3.3593261,1,5.044,1,4811.0,1,15.4019,1,1466.55,,1724.0,,13.2807,1,1044.42,1,5547.0,1,3.69,1,2.34,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.048,0.041,0.005077,1.4e-05,0.53,261.101,,,,0.009,26.535,122.0,,
7335,7423.01,7423,279871772,279871772.01,1,PC,23h37m07.79s,354.282479,+66d49m24.51s,66.823475,16.501,1.0,-26.212,1.0,2460635.873701,1,2.889977,1,2.528,1,466.0,1,2.56976,1,724.197,,1445.0,,10.8701,1,263.949,1,5949.0,1,4.27,1,1.26,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.046,0.048,0.004607,1.41e-05,0.404,37.5324,0.186535,,,0.006,1.894,141.4,0.08,0.06
7336,7424.01,7424,61520064,61520064.01,1,PC,01h41m13.28s,25.305352,+32d24m01.5s,32.400416,18.663,1.0,-9.549,1.0,2460631.491286,1,3.1271505,1,2.492,1,4435.0,1,6.0926,1,412.075,,1255.0,,12.7599,1,400.632,1,5414.0,1,4.49,1,0.91,1,2025-05-01 20:33:15,2025-09-09 12:04:04,,,0.042,0.05,0.003344,8.7e-06,0.516,374.515,0.445047,,,0.007,3.899,123.7,0.08,0.05
7337,7425.01,7425,285592400,285592400.01,1,PC,00h52m31.74s,13.132258,+64d20m03.26s,64.334238,1.734,1.0,-4.797,1.0,2460633.587611,1,1.2815706,1,2.23,1,13655.0,1,18.9642,1,2895.35,,2043.0,,12.0637,1,516.534,1,6327.0,1,4.12,1,1.6,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.039,0.044,0.000425,4e-07,0.081,157.666,0.966954,,,0.006,7.831,358.1,0.11,0.08
7338,7426.01,7426,186530554,186530554.01,1,PC,01h24m05.37s,21.022361,+38d00m56.02s,38.015562,10.614,1.0,-5.342,1.0,2460635.879998,1,0.766526,1,0.927,1,3529.0,1,8.27135,1,1349.72,,1688.0,,12.8474,1,660.292,1,5978.7,1,4.3,1,1.23,1,2025-05-01 20:33:15,2025-09-09 12:04:04,,,0.05,0.073,0.001797,1.1e-06,0.204,476.45,0.701646,,,0.007,14.539,138.5,0.08,0.07
