rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmrasymerr,st_pmdec,st_pmdecsymerr,pl_tranmid,pl_tranmidsymerr,pl_orbper,pl_orbpersymerr,pl_trandurh,pl_trandurhsymerr,pl_trandep,pl_trandepsymerr,pl_rade,pl_radesymerr,pl_insol,pl_insolsymerr,pl_eqt,pl_eqtsymerr,st_tmag,st_tmagsymerr,st_dist,st_distsymerr,st_teff,st_teffsymerr,st_logg,st_loggsymerr,st_rad,st_radsymerr,toi_created,rowupdate,ra_error,dec_error,st_pmra_error,st_pmdec_error,pl_tranmid_error,pl_orbper_error,pl_trandurh_error,pl_trandep_error,pl_rade_error,pl_insol_error,pl_eqt_error,st_tmag_error,st_dist_error,st_teff_error,st_logg_error,st_rad_error
7339,7427.01,7427,422707559,422707559.01,1,PC,23h40m04.73s,355.019701,+68d27m28.7s,68.457971,-10.96,1.0,-1.358,1.0,2460629.067323,1,3.5254649,1,1.013,1,4544.0,1,14.1926,1,45.1515,,722.0,,12.8449,1,619.561,1,5366.0,1,3.98,1,1.63,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.025,0.022,0.000811,2.8e-06,0.108,397.063,0.910856,,,0.033,5.2165,216.7,0.09,0.09
7340,7428.01,7428,13036318,13036318.01,1,PC,22h55m24.33s,343.851366,+64d26m43.64s,64.445455,69.691,1.0,77.705,1.0,2460631.620681,1,3.1467998,1,2.128,1,1939.0,1,4.88984,1,1907.06,,1841.0,,12.2457,1,266.705,1,5525.0,1,4.65,1,0.78,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.043,0.038,0.003035,9.8e-06,0.725,2136.69,1.61225,,,0.006,1.6945,143.2,0.08,0.04
7341,7429.01,7429,436875993,436875993.01,1,PC,02h50m53.01s,42.720863,+28d52m24.87s,28.873576,1.051,1.0,-8.461,1.0,2460632.919652,1,4.7117395,1,2.216,1,3703.0,1,10.4295,1,223.364,,1077.0,,13.0455,1,905.298,1,6134.0,1,4.06,1,1.67,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.049,0.039,0.006963,2.83e-05,0.369,330.405,,,,0.008,21.507,122.0,,
7342,743.01,743,434486077,434486077.01,1,PC,10h26m17.44s,156.572646,-23d30m29.03s,-23.508063,-31.688,1.0,-2.992,1.0,2459989.182624,1,2.2284671,1,1.5708912,1,15402.4299594,1,10.9560053,1,378.6482626,,1125.0679205,,14.3858,1,638.972,1,5156.0,1,4.46838,1,0.824288,1,2019-06-06 16:40:58,2023-10-05 14:31:09,,,0.065,0.059,0.002628,7.4e-06,0.1353407,967.4528,0.7381707,,,0.007,14.2035,182.0,2.00362,
7343,7430.01,7430,264193444,264193444.01,1,PC,21h14m37.73s,318.657209,+78d58m46.6s,78.97961,50.097,1.0,28.528,1.0,2460633.869166,1,21.4930896,1,3.609,1,1244.0,1,2.38489,1,10.4619,,501.0,,11.7258,1,149.191,1,4734.0,1,4.61,1,0.72,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.034,0.039,0.00567,0.0001175,0.515,89.3787,0.202411,,,0.006,0.426,126.1,0.1,0.05
7344,7431.01,7431,347018922,347018922.01,1,PC,00h04m27.54s,1.114757,+57d19m19.45s,57.32207,4.128,1.0,2.587,1.0,2460635.558306,1,1.1919382,1,1.404,1,2692.0,1,9.57462,1,1190.99,,1636.0,,13.0852,1,907.36,1,5858.0,1,3.92,1,1.87,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.028,0.024,0.002534,3.7e-06,0.24,219.092,,,,0.012,17.5665,122.0,,
7345,7432.01,7432,192321638,192321638.01,1,PC,03h02m38.12s,45.658813,+46d24m03.13s,46.40087,1.245,1.0,-5.883,1.0,2460626.511505,1,7.0309061,1,5.12,1,3270.0,1,12.8728,1,590.734,,1373.0,,12.7717,1,1267.7,1,6301.0,1,3.77,1,2.39,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.047,0.042,0.005774,3.6e-05,0.572,215.579,0.927893,,,0.007,38.815,126.5,0.09,0.13
7346,7433.01,7433,450012972,450012972.01,1,PC,00h37m43.92s,9.433012,+57d10m29.43s,57.174841,0.615,1.0,-1.542,1.0,2460635.003251,1,1.8179336,1,3.057,1,11040.0,1,18.2536,1,3764.08,,2182.0,,12.3606,1,845.779,1,6725.0,1,4.09,1,1.78,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.041,0.042,0.001073,4.1e-06,0.232,295.68,1.03175,,,0.008,26.939,130.0,0.09,0.1
7347,7434.01,7434,250478345,250478345.01,1,PC,02h03m41.69s,30.923717,+53d54m02.05s,53.90057,2.358,1.0,-3.124,1.0,2460635.36493,1,2.4228387,1,1.829,1,1617.0,1,7.64515,1,2140.15,,1894.0,,12.1594,1,1128.72,1,8409.0,1,4.19,1,1.92,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.118,0.126,0.006138,1.16e-05,0.362,170.496,0.699909,,,0.013,68.68,170.2,0.09,0.12
7348,7435.01,7435,77258176,77258176.01,1,PC,02h43m16.11s,40.817122,+32d18m16.01s,32.304446,20.795,1.0,-19.021,1.0,2460631.289575,1,4.6821297,1,4.503,1,2890.0,1,10.7143,1,636.265,,1399.0,,12.9096,1,823.284,1,5565.5,1,3.83,1,2.0,1,2025-05-01 20:33:15,2025-09-13 12:03:34,,,0.05,0.043,0.006102,2.61e-05,0.626,232.918,0.799502,,,0.008,18.229,125.6,0.08,0.11
7349,7436.01,7436,305830609,305830609.01,1,PC,00h51m44.01s,12.93336,+48d34m50.31s,48.580641,-8.007,1.0,-0.665,1.0,2460629.162988,1,4.0616142,1,2.202,1,1882.0,1,13.9054,1,405.221,,1249.0,,12.1625,1,1372.43,1,6525.0,1,3.54,1,3.26,1,2025-05-01 20:33:15,2025-09-09 12:04:04,,,0.086,0.108,0.003999,1.64e-05,0.438,165.591,1.74746,,,0.007,148.655,124.1,0.12,0.37
7350,7437.01,7437,73692250,73692250.01,1,PC,02h40m19.63s,40.081778,+35d24m37.47s,35.410409,76.39,1.0,-28.694,1.0,2460630.908505,1,2.5726086,1,0.927,1,50028.0,1,13.0131,1,9.86195,,493.0,,13.9856,1,84.913,1,3163.0,1,4.88,1,0.34,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.15,0.134,0.000251,8e-07,0.002,707.268,0.39742,,,0.008,0.62875,157.0,,0.01
7351,7438.01,7438,387527174,387527174.01,1,PC,20h49m07.15s,312.279803,+71d22m54.41s,71.381781,-0.915,1.0,3.34,1.0,2460661.88232,1,1.1253333,1,2.394,1,11926.0,1,18.1986,1,3420.01,,2130.0,,13.48,1,887.927,1,5972.0,1,4.03,1,1.68,1,2025-05-01 20:33:15,2025-08-27 12:03:56,,,0.031,0.029,0.000451,5e-07,0.037,132.81,,,,0.009,12.8115,122.0,,
7352,7439.01,7439,335037151,335037151.01,1,PC,22h07m54.24s,331.97599,+64d08m18.19s,64.138385,20.98,1.0,11.229,1.0,2460633.469113,1,3.5466109,1,1.84,1,4463.0,1,15.6622,1,1314.84,,1677.0,,13.1632,1,728.879,1,6309.0,1,4.23,1,1.41,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.037,0.034,0.003269,9.1e-06,0.905,9387.96,,,,0.015,12.839,122.0,,
7353,744.01,744,437242640,437242640.01,1,KP,11h01m35.85s,165.399368,-23d51m39.41s,-23.860946,-43.9,1.0,-65.794,1.0,2460031.706114,1,4.3176859,1,1.822,1,11283.0,1,13.3926,1,229.962,,1084.0,,9.7566,1,132.096,1,5700.0,1,4.50578,1,1.11,1,2019-05-15 18:24:37,2023-05-11 16:02:02,,,0.069,0.069,0.000209,1.1e-06,0.154,295.862,0.793785,,,0.006,0.8515,,,0.06
7354,7440.01,7440,252045206,252045206.01,1,PC,23h34m17.14s,353.571408,+56d26m36.57s,56.443492,-6.963,1.0,-33.194,1.0,2460621.625543,1,34.0796886,1,4.571,1,22876.0,1,9.39807,1,4.373,,402.0,,13.441,1,268.804,1,4517.4,1,4.66,1,0.66,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.031,0.029,0.0031,0.0002128,0.329,1086.72,,,,0.006,1.711,86.2,,
7355,7441.01,7441,467602108,467602108.01,1,PC,03h13m38.07s,48.408615,+30d43m43.89s,30.728857,-2.252,1.0,-1.762,1.0,2460635.017813,1,2.2351679,1,1.735,1,16302.0,1,14.0205,1,550.693,,1349.0,,13.1634,1,647.797,1,6229.6,1,4.45,1,1.08,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.066,0.06,0.001465,3.5e-06,0.126,546.662,,,,0.008,17.461,77.7,,
7356,7442.01,7442,196389062,196389062.01,1,PC,00h59m39.1s,14.91291,+46d08m47.35s,46.146486,-2.314,1.0,-0.732,1.0,2460635.299158,1,2.6358758,1,2.938,1,7574.0,1,14.7769,1,1650.59,,1775.0,,13.4818,1,1449.97,1,6639.0,1,4.08,1,1.78,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.047,0.044,0.001998,5.6e-06,0.35,343.796,,,,0.007,58.75,122.0,,
7357,7443.01,7443,22659404,22659404.01,1,PC,01h53m22.96s,28.345661,+30d18m36.07s,30.310019,23.408,1.0,-17.96,1.0,2460632.210599,1,2.7472062,1,2.548,1,12816.0,1,11.9193,1,487.593,,1309.0,,12.7658,1,510.039,1,5528.0,1,4.32,1,1.13,1,2025-05-01 20:33:15,2025-09-13 12:03:34,,,0.048,0.049,0.001068,5.2e-06,0.11,284.986,0.665544,,,0.007,6.4795,126.8,0.08,0.06
7358,7444.01,7444,470898625,470898625.01,1,PC,02h49m15.9s,42.316239,+58d46m10.28s,58.769522,0.648,1.0,-3.968,1.0,2460640.734825,1,5.885604,1,1.87,1,4046.0,1,18.5216,1,110.217,,902.0,,11.8286,1,763.361,1,6294.0,1,3.66,1,2.72,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.065,0.068,0.002053,1.13e-05,0.252,256.782,1.18132,,,0.018,19.009,171.7,0.09,0.15
7359,7445.01,7445,245665919,245665919.01,1,PC,02h40m44.53s,40.185561,+58d04m42.28s,58.078412,4.104,1.0,-3.549,1.0,2460658.656299,1,6.2144045,1,2.994,1,4499.0,1,,1,,,,,11.1082,1,217.37,1,,1,,1,,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,2.154,1.23,0.00176,1.12e-05,1.557,593.909,,,,0.006,,,,
7360,7446.01,7446,374122973,374122973.01,1,PC,02h05m10.33s,31.293062,+60d00m11.32s,60.003144,6.642,1.0,-10.666,1.0,2460635.953424,1,3.5044728,1,2.087,1,19700.0,1,13.2582,1,175.819,,1014.0,,13.4348,1,463.191,1,5367.0,1,4.43,1,0.97,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.025,0.037,0.00176,5.1e-06,0.22,1125.92,,,,0.027,4.6485,122.0,,
7361,7447.01,7447,400503123,400503123.01,1,PC,01h40m36.18s,25.150762,+56d03m27.81s,56.057726,-4.419,1.0,-0.179,1.0,2460634.26502,1,1.5016329,1,1.894,1,3134.0,1,9.50525,1,3173.31,,2090.0,,10.6796,1,431.132,1,7284.0,1,4.12449,1,1.84,1,2025-05-01 20:33:15,2025-09-13 12:03:34,,,0.055,0.085,0.001926,4.7e-06,0.238,156.857,0.514952,,,0.014,7.3245,152.989,0.0811863,0.08
7362,7448.01,7448,104153474,104153474.01,1,PC,02h56m18.81s,44.078355,+49d22m39.67s,49.377685,4.01,1.0,-10.837,1.0,2460629.552439,1,5.0458476,1,4.594,1,9760.0,1,16.1953,1,645.664,,1404.0,,12.8502,1,719.745,1,5959.0,1,4.01,1,1.7,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.048,0.051,0.002349,9.8e-06,0.176,292.639,0.857648,,,0.013,12.56,140.4,0.09,0.08
7363,7449.01,7449,418262301,418262301.01,1,PC,21h34m51.52s,323.714651,+75d03m01.97s,75.050546,7.748,1.0,15.799,1.0,2460653.817057,1,12.915329,1,3.48,1,9844.0,1,12.0782,1,42.159,,709.0,,12.9855,1,457.72,1,5424.0,1,4.21,1,1.26,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.025,0.025,0.00139,1.48e-05,0.358,238.378,0.673806,,,0.014,3.002,141.7,0.08,0.07
7364,745.01,745,444842193,444842193.01,1,APC,09h51m01.78s,147.757437,-55d19m05.88s,-55.318299,-52.223,1.0,-5.862,1.0,2458544.259371,1,1.0790928,1,3.8021094,1,572.7898907,1,3.542265,1,2285.3834585,,1763.4352567,,10.5488,1,175.381,1,5741.0,1,4.47122,1,0.972998,1,2019-06-06 16:40:58,2024-09-09 10:08:01,,,0.05,0.053,0.002183,5.7e-06,0.2881824,69.09556,2.2273698,,,0.006,0.9965,189.0,0.307748,0.0456433
7365,7450.01,7450,73729607,73729607.01,1,PC,02h41m08.85s,40.286866,+34d22m45.71s,34.379363,69.998,1.0,-33.678,1.0,2460634.920306,1,0.7938732,1,0.428,1,29672.0,1,14.3187,1,25.574,,626.0,,14.997,1,320.879,1,3583.0,1,4.67,1,0.58,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.142,0.098,0.001732,2e-06,0.24,21310.0,3.032,,,0.007,6.0205,157.0,0.01,0.02
7366,7451.01,7451,259381479,259381479.01,1,PC,02h53m35.88s,43.399516,+46d10m28.42s,46.174562,2.0,1.0,-8.9,1.0,2460632.112731,1,3.9461778,1,2.496,1,3236.0,1,11.8479,1,2046.03,,,,11.2333,1,696.033,1,9225.0,1,,1,2.32,1,2025-05-01 20:33:15,2025-09-13 12:03:34,,,1.9,1.8,0.002443,1.07e-05,0.286,156.039,,,,0.006,,,,
7367,7452.01,7452,327249454,327249454.01,1,PC,00h14m02.82s,3.51175,+58d10m01.49s,58.16708,8.222,1.0,-2.785,1.0,2460632.527065,1,3.0493323,1,2.079,1,3620.0,1,10.8517,1,544.577,,1345.0,,13.2056,1,1010.66,1,6336.0,1,4.01,1,1.84,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.029,0.024,0.003693,1.04e-05,0.354,277.727,,,,0.015,21.8515,122.0,,
7368,7453.01,7453,347944406,347944406.01,1,PC,02h16m00.85s,34.003535,+57d20m45.86s,57.346071,6.867,1.0,-10.181,1.0,2460621.924882,1,8.3873861,1,4.407,1,7773.0,1,11.7897,1,271.776,,1131.0,,12.8868,1,647.843,1,6240.0,1,4.27,1,1.33,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.04,0.051,0.003659,3.69e-05,0.392,387.091,0.675922,,,0.062,9.902,372.6,0.11,0.07
7369,7454.01,7454,130087198,130087198.01,1,PC,02h31m06.57s,37.777366,+40d43m29.87s,40.724963,-2.303,1.0,-1.585,1.0,2460634.731366,1,3.1733972,1,3.857,1,6260.0,1,17.95,1,4328.27,,2259.0,,13.243,1,1544.44,1,6227.0,1,3.82,1,2.23,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.052,0.047,0.005446,1.69e-05,1.718,2332.28,,,,0.006,96.95,122.0,,
7370,7455.01,7455,196351790,196351790.01,1,PC,00h57m38.61s,14.410856,+47d31m19.33s,47.522036,3.644,1.0,-4.036,1.0,2460613.499772,1,13.2026423,1,3.137,1,9621.0,1,11.0102,1,33.0714,,668.0,,13.3063,1,652.102,1,5443.0,1,4.28,1,1.17,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,0.049,0.046,0.004529,9.95e-05,0.439,648.906,,,,0.007,17.0775,122.0,,
7371,7456.01,7456,158933249,158933249.01,1,KP,19h15m53.19s,288.97163,+44d37m28.72s,44.624645,-9.421,1.0,21.704,1.0,2459429.620166,1,,1,12.3268905,1,2130.9227361,1,4.6097545,1,8.0541636,,429.6599372,,11.6455,1,258.893,1,5328.63,1,4.438,1,1.0,1,2025-06-05 20:40:12,2025-06-05 16:00:01,,,2.12,2.12,0.008334,,0.9571916,172.00317,0.8921051,,,0.007,,106.433,,
7372,7457.01,7457,272840455,272840455.01,1,KP,19h47m15.29s,296.813688,+47d31m35.56s,47.526545,-1.536,1.0,-6.761,1.0,2459424.944384,1,6.8733768,1,6.5660399,1,3501.1631364,1,14.6161809,1,1219.9812607,,1507.3289471,,14.1348,1,2305.01,1,6014.0,1,3.73585,1,2.3646801,1,2025-06-05 20:40:12,2025-06-05 16:00:01,,,0.044,0.041,0.009442,0.0001155,0.8862661,395.5014,2.231086,,,0.007,124.74,122.0,,
7373,7458.01,7458,169081296,169081296.01,1,KP,19h48m16.76s,297.069826,+40d31m30.73s,40.525204,32.834,1.0,13.652,1.0,2458690.156638,1,16.2385246,1,3.2716962,1,684.9090611,1,2.5121124,1,54.9676915,,694.4590216,,9.85155,1,122.881,1,5740.0,1,4.49186,1,0.952085,1,2025-06-05 20:40:12,2025-06-05 16:00:01,,,0.043,0.041,0.003339,5.23e-05,1.2145301,97.459526,3.6760142,,,0.006,0.4025,140.704,0.082425,0.0538694
7374,7459.01,7459,417829948,417829948.01,1,PC,09h12m14.34s,138.059737,+65d20m49.96s,65.347211,-42.769,1.0,14.069,1.0,2458846.872354,1,8.9511797,1,3.0794773,1,845.1516817,1,2.4319861,1,49.1694646,,675.3728831,,10.7276,1,110.755,1,4986.0,1,4.60896,1,0.746076,1,2025-06-05 20:40:12,2025-07-22 12:04:25,,,0.028,0.039,0.003808,5.11e-05,0.5095968,100.49354,0.5643081,,,0.006,0.3085,123.907,0.0888343,0.0471985
7375,746.01,746,167418903,167418903.01,1,PC,06h38m28.99s,99.620795,-67d38m56.22s,-67.64895,-3.159,1.0,6.515,1.0,2458599.298747,1,10.9803114,1,2.0361453,1,8276.212333,1,10.1826375,1,87.8744006,,780.8818766,,11.3786,1,234.418,1,5614.9,1,4.47,1,0.957719,1,2019-04-01 16:52:03,2024-09-19 10:08:01,,,0.043,0.038,0.000491,5.9e-06,0.0305378,138.80937,0.5603566,,,0.006,1.0545,126.0,0.08,0.0512412
7376,7460.01,7460,159303995,159303995.01,1,PC,19h20m28.2s,290.117498,+44d52m22.65s,44.872959,-6.339,1.0,6.569,1.0,2460316.994953,1,46.1578388,1,6.4735866,1,2065.7501545,1,11.8806083,1,79.7518849,,762.1755075,,11.6906,1,660.138,1,5801.93,1,3.7459,1,2.2625599,1,2025-06-05 20:40:12,2025-06-05 16:00:01,,,0.042,0.04,0.008766,0.0124253,0.7458404,215.33809,1.1877812,,,0.007,9.739,138.012,0.08313,0.127583
7377,7461.01,7461,271052158,271052158.01,1,KP,19h38m41.8s,294.674151,+42d04m32.17s,42.075604,6.732,1.0,5.639,1.0,2458713.371243,1,5.9605542,1,2.7022064,1,737.904182,1,2.964673,1,154.3685949,,898.9995769,,11.9838,1,268.881,1,5219.54,1,4.43789,1,0.943064,1,2025-06-05 20:40:12,2025-06-05 16:00:01,,,0.04,0.045,0.004035,3.02e-05,0.4960154,97.39104,0.5713159,,,0.006,1.769,136.376,0.0936804,0.0628543
7378,7462.01,7462,298897095,298897095.01,1,PC,19h12m09.17s,288.0382,+50d39m05.31s,50.651476,-14.13,1.0,-23.092,1.0,2460313.505947,1,2.6236518,1,1.4746043,1,4496.6998934,1,7.9624318,1,549.7848863,,1235.0028186,,13.497,1,488.33,1,5401.6,1,4.438,1,1.0,1,2025-06-05 20:40:12,2025-06-05 16:00:01,,,2.177,2.177,0.003408,0.0002862,0.2260796,615.44196,0.9154113,,,0.006,,35.0617,,
7379,7463.01,7463,274198407,274198407.01,1,KP,19h53m55.88s,298.482834,+46d47m37.09s,46.793636,1.844,1.0,2.931,1.0,2459419.9931,1,4.662632,1,2.8167212,1,1943.3492565,1,4.4785238,1,318.2144302,,1077.2083645,,12.7994,1,489.141,1,5940.12,1,4.51943,1,0.948492,1,2025-06-05 20:40:12,2025-06-05 16:00:01,,,0.024,0.026,0.003142,3.17e-05,0.4845315,230.75125,0.9174772,,,0.006,3.2185,103.82,0.076892,0.044603
7380,7464.01,7464,251090642,251090642.01,1,PC,09h19m10.5s,139.793743,+53d35m40.41s,53.594557,-29.535,1.0,-20.306,1.0,2459580.868263,1,20.0417055,1,3.8624508,1,45278.8810079,1,11.1402796,1,2.8945882,,332.6721503,,13.0912,1,113.903,1,3560.0,1,4.71968,1,0.52031,1,2025-06-05 20:40:12,2025-07-22 12:04:25,,,0.05,0.053,0.000574,2.87e-05,0.0659001,566.92285,0.355756,,,0.007,0.457,157.0,0.0087603,0.0154346
7381,7465.01,7465,167804011,167804011.01,1,PC,10h49m43.46s,162.431078,-23d20m58.21s,-23.349504,-47.26,1.0,1.051,1.0,2460749.810162,1,6.2061962,1,3.834919,1,4394.5809009,1,7.8208033,1,236.1857644,,999.8461509,,12.305,1,393.17,1,5278.0,1,4.25174,1,1.17893,1,2025-07-17 18:02:12,2025-07-22 12:04:25,,,0.164,0.119,0.002799,0.0017226,0.2446927,299.21765,1.0129455,,,0.006,14.7955,126.01,0.0874481,0.0788442
7382,7466.01,7466,229172128,229172128.01,1,PC,06h05m09.79s,91.29081,+06d26m51.67s,6.447685,130.606,1.0,-151.879,1.0,2460680.466841,1,13.62285,1,3.033501,1,804.4319022,1,2.0757294,1,465.348816,,1293.9359912,,9.809,1,87.8271,1,5343.0,1,4.61539,1,0.782043,1,2025-08-21 20:53:44,2025-08-22 12:04:12,,,0.072,0.063,0.004146,4.76e-05,0.0258345,73.4524662,0.1543019,,,0.006,0.40375,125.89,0.0818912,0.0439523
7383,7467.01,7467,319855425,319855425.01,1,PC,06h38m21.81s,99.590888,+05d08m45.63s,5.146009,-3.551,1.0,-3.67,1.0,2460684.810785,1,2.8766717,1,3.1970994,1,9746.1892654,1,19.2285735,1,,,2893.8481239,,10.1775,1,308.519,1,6610.89,1,4.12969,1,1.67727,1,2025-08-21 20:53:44,2025-08-22 12:04:12,,,0.074,0.063,0.001179,0.0010936,0.2930656,217.1518714,1.1022838,,,0.006,4.346,111.031,0.089988,0.0739698
7384,7468.01,7468,2621212,2621212.01,1,KP,13h55m36.35s,208.901451,-06d08m09.9s,-6.136083,-59.256,1.0,15.198,1.0,2460777.441897,1,,1,3.0241239,1,2116.7296698,1,3.1705392,1,32.5788648,,609.3316493,,11.2309,1,107.518,1,4550.0,1,4.60155,1,0.701485,1,2025-08-21 21:04:24,2025-08-27 12:03:56,,,0.079,0.074,0.003553,,0.349607,286.96576,1.1656737,,,0.006,0.599,125.688,0.0991428,0.0550855
7385,7469.01,7469,187309502,187309502.01,1,KP,13h48m18.79s,207.07829,-11d35m20.36s,-11.588988,-23.802,1.0,-0.072,1.0,2460776.225269,1,3.5868547,1,2.1273101,1,13809.758268,1,11.4376308,1,295.3391938,,1057.3043544,,14.1986,1,709.999,1,5036.0,1,4.37983,1,0.980071,1,2025-08-21 21:04:24,2025-08-27 12:03:56,,,0.078,0.062,0.003342,0.0008501,0.277095,1400.9664,1.7609613,,,0.008,19.9745,122.0,,
7386,747.01,747,15445551,15445551.01,1,KP,12h21m17.92s,185.324682,-52d50m26.94s,-52.840816,-1.356,1.0,3.919,1.0,2458569.66758,1,1.6827917,1,3.0314666,1,8131.4342611,1,14.8695962,1,4170.0965361,,2049.5394247,,10.349,1,298.392,1,6271.0,1,4.08214,1,1.56803,1,2019-06-05 19:57:31,2024-09-19 10:08:01,,,0.041,0.04,0.000131,1.1e-06,0.0163657,65.97443,0.6874487,,,0.006,3.579,196.0,0.411485,0.0719699
7387,7470.01,7470,437444661,437444661.01,1,KP,16h49m42.24s,252.426008,-19d32m34.98s,-19.54305,-16.598,1.0,-53.639,1.0,2460776.476517,1,17.9758603,1,3.3462754,1,3159.4996574,1,4.7803484,1,29.7940301,,595.8707435,,11.3692,1,157.682,1,5274.0,1,4.53357,1,0.851795,1,2025-08-21 21:04:24,2025-08-27 12:03:56,,,0.098,0.05,0.002211,0.0031655,0.2286099,215.27985,0.72464,,,0.006,1.2985,110.548,0.0814499,0.0481256
7388,7471.01,7471,46020827,46020827.01,1,KP,14h16m14.3s,214.059579,-19d32m32.3s,-19.542306,-13.403,1.0,-6.06,1.0,2460794.2165,1,9.3911326,1,4.5117643,1,6074.3894093,1,14.4792216,1,662.3252159,,1293.8608498,,10.4725,1,279.35,1,5708.0,1,3.95223,1,1.76693,1,2025-08-21 21:04:24,2025-08-27 12:03:56,,,0.084,0.067,0.00115,0.0005306,0.0954378,135.372,0.7424703,,,0.01,3.3985,109.598,0.0727553,0.0830653
7389,7472.01,7472,145368316,145368316.01,1,KP,17h06m09.01s,256.537555,-10d24m46.83s,-10.413007,0.021,1.0,-5.36,1.0,2460775.659327,1,1.6096874,1,2.2918133,1,15269.5334453,1,14.8160349,1,2373.5414017,,1780.2006384,,11.6123,1,261.386,1,6472.0,1,4.43974,1,1.14583,1,2025-08-21 21:04:24,2025-08-27 12:03:56,,,0.085,0.056,0.000323,3.6e-05,0.0233029,136.96721,0.8801058,,,0.006,3.6135,591.772,0.148889,0.0675477
7390,7473.01,7473,187278212,187278212.01,1,KP,13h47m23.09s,206.846198,-06d08m21.61s,-6.139337,-342.833,1.0,-573.134,1.0,2460777.930913,1,,1,1.6479258,1,744.3594775,1,1.7575203,1,12.6807435,,481.2889926,,9.2493,1,44.526,1,4759.0,1,4.70975,1,0.641805,1,2025-08-21 21:04:24,2025-08-27 12:03:56,,,0.073,0.073,0.002217,,0.2392334,88.13129,1.1132058,,,0.006,0.09625,116.793,0.0903041,0.0426985
7391,7474.01,7474,50171060,50171060.01,1,KP,16h21m45.73s,245.440553,-23d32m53.78s,-23.548273,-40.23,1.0,-96.332,1.0,2460775.325905,1,1.257813,1,0.979333,1,7385.3106816,1,12.5706919,1,1564.2870186,,1603.9796717,,10.0198,1,110.527,1,5340.0,1,4.37794,1,1.02904,1,2025-08-21 21:04:24,2025-08-27 12:03:56,,,0.114,0.078,0.000251,2.13e-05,0.0193936,147.60814,2.5172477,,,0.006,0.716,97.348,0.0786401,0.0567136
7392,7475.01,7475,376866659,376866659.01,1,PC,12h06m42.31s,181.676288,+00d16m26.43s,0.274008,-74.677,1.0,-25.764,1.0,2460775.586536,1,3.2527618,1,4.4705283,1,5247.3433342,1,12.7752613,1,2042.1484801,,1714.5161425,,8.14481,1,120.042,1,6389.29,1,4.07101,1,1.72569,1,2025-08-21 21:04:24,2025-08-22 12:04:12,,,0.309,0.095,0.000242,5.31e-05,0.0163564,30.569769,0.7459121,,,0.006,2.4655,155.945,0.0976163,0.100389
7393,7476.01,7476,442530946,442530946.01,1,KP,21h01m54.53s,315.477191,-13d26m00.18s,-13.433382,44.243,1.0,-30.043,1.0,2460804.77465,1,3.7130279,1,3.3859417,1,10664.9875098,1,12.8436936,1,649.1548174,,1287.3801861,,10.5959,1,222.355,1,5808.0,1,4.29702,1,1.20191,1,2025-09-03 20:59:10,2025-09-09 12:04:04,,,0.082,0.05,0.000421,0.0001142,0.0324226,86.355804,0.6497313,,,0.006,2.852,130.898,0.0815642,0.0599397
7394,7477.01,7477,126325985,126325985.01,1,KP,19h37m13.64s,294.306839,-22d12m16.15s,-22.204487,5.351,1.0,-2.454,1.0,2460804.314174,1,3.312816,1,3.0522559,1,9473.166386,1,12.5430586,1,836.8557884,,1371.7734899,,12.5192,1,534.889,1,5909.0,1,4.28627,1,1.23194,1,2025-09-03 20:59:10,2025-09-09 12:04:04,,,0.049,0.046,0.001339,0.0003031,0.0926476,274.29648,0.6976497,,,0.01,7.618,131.352,0.0806108,0.0602638
