kepoi_name,koi_disposition,ra,dec,koi_period,koi_time0bk,koi_eccen,koi_longp,koi_incl,koi_impact,koi_sma,koi_duration,koi_depth,koi_ingress,koi_prad,koi_insol,koi_teq,koi_srad,koi_smass,koi_sage,koi_steff,koi_slogg,koi_smet,koi_kepmag,data_source,koi_smass_calculated,koi_sma_calculated,koi_incl_calculated
700.04,CONFIRMED,97.095717,-65.578615,27.8096898,2458352.99952,0.0,90.0,89.0,,0.10050683048780569,2.9558823,406.8232517,0.29558823,0.9491858,1.3107501,272.8976058,0.419457,0.17513578479613862,5.0,3482.0,4.438,0.0,,TESS,True,True,True
7000.01,CANDIDATE,206.086781,85.112826,2.7897577,2460336.036755,0.0,90.0,89.0,,0.03910564089576149,3.375,3360.0,0.3375,15.2527,1126.92,1614.0,2.92,1.02509874753219,5.0,5794.0,3.52,0.0,,TESS,True,True,True
7001.01,CANDIDATE,275.44055,28.467918,16.3475547,2460317.2434,0.0,90.0,89.0,,0.10777481536216331,1.873,46329.0,0.18730000000000002,13.2139,1.37516,301.0,0.65,0.6249232940010676,5.0,3662.0,4.61,0.0,,TESS,True,True,True
7002.01,CANDIDATE,280.461822,26.937022,4.9792822,2460338.349222,0.0,90.0,89.0,,0.06363527241233809,4.331,4376.0,0.43310000000000004,12.0483,1039.87,1582.0,2.07,1.3865664605777632,5.0,6677.0,3.95,0.0,,TESS,True,True,True
7003.01,CANDIDATE,136.631085,70.886829,0.7331156,2460338.155539,0.0,90.0,89.0,,0.012214997395289006,0.559,45524.0,0.055900000000000005,13.8557,48.0269,733.0,0.46,0.4523927781386715,5.0,3326.0,4.77,0.0,,TESS,True,True,True
7004.01,CANDIDATE,282.64336,40.601236,9.8162989,2460321.753883,0.0,90.0,89.0,,0.09020058660965666,5.37,2369.0,0.537,9.90817,250.587,1108.0,2.18,1.01604510341504,5.0,5755.9,3.77,0.0,,TESS,True,True,True
7005.01,,164.988266,64.643718,8.1420107,2460366.005379,0.0,90.0,89.0,,0.08274786109610524,1.89,5380.0,0.189,8.96217,54.4532,756.0,1.27,1.1402168164992708,5.0,6089.0,4.28938,0.0,,TESS,True,True,True
7006.01,CANDIDATE,310.040594,62.280407,51.9120896,2460393.557616,0.0,90.0,89.0,,0.2679895286890669,4.975,15569.0,0.4975,9.69324,5.28684,422.0,0.86,0.9527893684322405,5.0,5437.0,4.55,0.0,,TESS,True,True,True
7007.01,FALSE POSITIVE,315.213643,48.803268,1.5342604,2460394.089956,0.0,90.0,89.0,,0.032797331920368204,3.271,1768.0,0.3271,6.09992,15822.4,3124.0,1.7,1.9993915059557257,5.0,8194.0,4.28,0.0,,TESS,True,True,True
7008.01,CANDIDATE,216.988253,79.450396,0.8406912,2460365.878231,0.0,90.0,89.0,,0.01659000771831259,1.489,2554.0,0.1489,4.77919,1679.35,1783.0,0.95,0.8618808088843449,5.0,5170.0,4.42,0.0,,TESS,True,True,True
7009.01,CANDIDATE,299.513133,55.651029,2.3206673,2460392.364327,0.0,90.0,89.0,,0.02992712336609663,0.969,2935.0,0.0969,4.047,42.4124,710.0,0.67,0.6639717554487083,5.0,4231.0,4.61,0.0,,TESS,True,True,True
701.01,FALSE POSITIVE,64.52165,-53.80127,13.697384,2458389.366552,0.0,90.0,89.0,,0.11382497290089454,4.783848,1061.94658,0.4783848,4.211945,96.8938034,800.1911623,1.10089,1.0486193166469675,5.0,5837.0,4.37713,0.0,,TESS,True,True,True
7010.01,CANDIDATE,304.36076,58.427382,4.1976032,2460415.354189,0.0,90.0,89.0,,0.05068297624999736,1.971,10045.0,0.19710000000000003,11.3523,149.237,973.0,1.18,0.9857437101764728,5.0,5617.0,4.29,0.0,,TESS,True,True,True
7011.01,CANDIDATE,319.57696,41.398944,19.394038,2460369.656214,0.0,90.0,89.0,,0.13878243892597736,4.082,10061.0,0.4082,10.5887,25.3617,625.0,1.08,0.9480855140538038,5.0,5493.0,4.35,0.0,,TESS,True,True,True
7012.01,CANDIDATE,309.116634,50.597122,4.0197822,2460387.423383,0.0,90.0,89.0,,0.05239225546214034,3.18,5109.0,0.31800000000000006,9.47332,653.222,1408.0,1.42,1.1873443466590083,5.0,6208.0,4.21,0.0,,TESS,True,True,True
7013.01,CANDIDATE,311.769968,37.26488,4.2451891,2460362.063352,0.0,90.0,89.0,,0.05023395936536183,2.663,5546.0,0.2663,7.66981,221.068,1074.0,1.05,0.9383796871181195,5.0,5358.0,4.37,0.0,,TESS,True,True,True
7014.01,,288.016564,44.496438,0.7406805,2460366.837105,0.0,90.0,89.0,,0.016864609697267226,0.598,2428.0,0.0598,6.53553,854.861,1506.0,1.08,1.1664,5.0,6204.8,4.44,0.0,,TESS,True,True,True
7015.01,CANDIDATE,178.176278,48.352211,7.0687489,2460359.065148,0.0,90.0,89.0,,0.05613496532018372,0.515,50423.0,0.051500000000000004,14.0241,0.313028,208.0,0.47,0.4722758255710422,5.0,3368.0,4.77,0.0,,TESS,True,True,True
7016.01,CANDIDATE,307.898168,39.796755,1.598803,2460366.663055,0.0,90.0,89.0,,0.0358524721731883,2.438,14208.0,0.24380000000000002,15.4905,11433.8,2880.0,1.32,2.405181542644065,5.0,9488.0,4.58,0.0,,TESS,True,True,True
7017.01,CANDIDATE,299.074389,44.432298,5.0826878,2460363.019969,0.0,90.0,89.0,,0.06529486833479788,5.11,7327.0,0.511,19.0027,1426.43,1712.0,2.42,1.4375757293817801,5.0,6743.0,3.83,0.0,,TESS,True,True,True
7018.01,CANDIDATE,221.073871,77.946044,20.3158735,2460352.534386,0.0,90.0,89.0,,0.1466192898881118,5.276,39235.0,0.5276,17.8657,37.1984,688.0,0.91,1.018785569109733,5.0,5725.0,4.53,0.0,,TESS,True,True,True
7019.01,CONFIRMED,273.788901,50.862739,48.2590904,2460328.380324,0.0,90.0,89.0,,0.2652193595805863,6.299,6743.0,0.6299000000000001,7.87933,13.5351,534.0,0.85,1.0686558104515296,5.0,5936.0,4.61,0.0,,TESS,True,True,True
702.01,CANDIDATE,56.174949,-65.198339,3.568141,2458326.81595,0.0,90.0,89.0,,0.03625798300994745,1.4556337,906.9993541,0.14556337,2.0483578,49.3636227,676.0386184,0.577735,0.4994676412001352,5.0,4015.0,4.61505,0.0,,TESS,True,True,True
7020.01,CANDIDATE,300.366236,54.927126,3.1642475,2460394.056309,0.0,90.0,89.0,,0.048456762391939516,1.115,2330.0,0.1115,10.4341,296.494,1156.0,2.02,1.5160123488081008,5.0,6975.0,4.01,0.0,,TESS,True,True,True
7021.01,CANDIDATE,304.209848,56.590341,49.5355004,2459881.26001,0.0,90.0,89.0,,0.27804727764029546,8.483,5687.0,0.8483,10.5617,27.5628,638.0,1.33,1.168700640180635,5.0,6173.0,4.26,0.0,,TESS,True,True,True
7022.01,CANDIDATE,320.914125,37.759522,2.8583729,2460392.427201,0.0,90.0,89.0,,0.03884934923413904,1.236,11829.0,0.1236,16.0985,259.61,1118.0,1.19,0.9574011014525835,5.0,5537.0,4.27,0.0,,TESS,True,True,True
7023.01,CANDIDATE,312.781068,34.440642,2.3404152,2460365.559902,0.0,90.0,89.0,,0.038639919910621136,2.522,11265.0,0.2522,13.0087,1539.65,1745.0,1.33,1.4050872144037798,5.0,6686.0,4.34,0.0,,TESS,True,True,True
7024.01,CANDIDATE,168.703812,53.511708,1.9639208,2459634.914183,0.0,90.0,89.0,,0.025973355668153578,1.467,30553.0,0.14670000000000002,12.0421,74.4726,818.0,0.71,0.6060615014906368,5.0,3914.3,4.52,0.0,,TESS,True,True,True
7025.01,CANDIDATE,266.122221,62.555116,66.9954225,2460340.028469,0.0,90.0,89.0,,0.337510976896363,2.024,5477.0,0.20240000000000002,11.7213,1.51166,308.0,1.51,1.1427570113935417,5.0,6078.0,4.14,0.0,,TESS,True,True,True
7026.01,CANDIDATE,266.836955,65.632257,65.5580424,2460314.948852,0.0,90.0,89.0,,0.28108973190414577,4.167,6381.0,0.4167,5.53264,0.95388,275.0,0.74,0.6893875554984854,5.0,4340.0,4.54,0.0,,TESS,True,True,True
7027.01,CANDIDATE,284.738548,47.169508,4.2885021,2460367.077518,0.0,90.0,89.0,,0.05310910313307652,1.427,4402.0,0.14270000000000002,11.61,97.7022,875.0,1.75,1.0866160045278244,5.0,5937.5,3.99,0.0,,TESS,True,True,True
7028.01,CANDIDATE,287.160637,57.377572,2.4596079,2460420.816602,0.0,90.0,89.0,,0.03478369022322465,2.168,2195.0,0.21680000000000002,4.09395,448.314,1281.0,0.92,0.9280591452155919,5.0,5340.0,4.48,0.0,,TESS,True,True,True
7029.01,CANDIDATE,183.519002,48.359133,1.9271521,2460392.777339,0.0,90.0,89.0,,0.024838515620463603,1.201,58745.0,0.12010000000000001,13.364,29.2163,647.0,0.55,0.5504595097295198,5.0,3516.0,4.7,0.0,,TESS,True,True,True
703.01,CANDIDATE,57.999823,-59.882442,8.6729683,2458356.921235,0.0,90.0,89.0,,0.08425699210489312,2.9598885,724.6732153,0.29598885,2.28271,114.2649808,833.8694004,0.91,1.0608715055409113,5.0,5384.0,4.54758,0.0,,TESS,True,True,True
703.02,CANDIDATE,57.999823,-59.882442,22.5682711,2458370.302728,0.0,90.0,89.0,,0.15259081575534658,4.9745502,869.846616,0.4974550200000001,2.479501,31.9256027,606.2538727,0.852304,0.9306128677858773,5.0,5384.0,4.54758,0.0,,TESS,True,True,True
7030.01,CANDIDATE,334.163501,52.924493,2.5604496,2460419.652587,0.0,90.0,89.0,,0.03322598169209068,1.339,423.0,0.1339,1.60134,127.195,935.0,0.77,0.7464168766527611,5.0,4679.0,4.54,0.0,,TESS,True,True,True
7031.01,CANDIDATE,186.012762,42.684124,1.7911016,2460368.419612,0.0,90.0,89.0,,0.024536303187677945,1.3192751,12254.9439752,0.13192751,7.0726104,114.7997816,834.843394,0.636647,0.6142814402969458,5.0,3718.0,4.62057,0.0,,TESS,True,True,True
7032.01,CANDIDATE,205.846632,39.248789,17.7456043,2460397.022821,0.0,90.0,89.0,,0.11818309976185673,2.675,1203.0,0.2675,2.44767,8.44389,474.0,0.72,0.699302358335513,5.0,4526.0,4.57,0.0,,TESS,True,True,True
7033.01,CANDIDATE,133.641742,-45.483829,0.7312783,2460013.337525,0.0,90.0,89.0,,0.015685900794799826,1.289,322.0,0.1289,1.7324,2334.8,1936.0,0.97,0.962816376436961,5.0,5508.0,4.45,0.0,,TESS,True,True,True
7034.01,,6.578481,62.931096,0.9082202,2460448.381202,0.0,90.0,89.0,,,1.461,605.0,0.1461,5.31602,10962.9,,2.18,,5.0,8482.0,,0.0,,TESS,True,True,True
7035.01,CANDIDATE,356.781098,69.0485,4.18142,2460448.966726,0.0,90.0,89.0,,0.05447085057262132,4.43,7013.0,0.443,14.794,1099.82,1638.0,1.76,1.233176771506512,5.0,6293.8,4.04,0.0,,TESS,True,True,True
7036.01,CANDIDATE,237.806582,29.44792,3.0513298,2460434.686218,0.0,90.0,89.0,,0.03523883774472165,1.4911246,23465.9068147,0.14911246,11.1893597,73.7445561,747.3985328,0.653572,0.6269990404568136,5.0,3937.0,4.60668,0.0,,TESS,True,True,True
7037.01,,128.328153,5.106301,4.1279985,2459244.90244,0.0,90.0,89.0,,0.05113319678013318,1.698,3450.0,0.1698,15.1533,675.403,1420.0,1.23,1.0466710759032587,5.0,5865.0,4.28,0.0,,TESS,True,True,True
7038.01,CANDIDATE,246.057741,-32.143789,8.6000492,2460079.460235,0.0,90.0,89.0,,0.09406095209073721,3.059,639.0,0.30590000000000006,3.12511,256.415,1114.0,1.42,1.5010898513573423,5.0,6920.0,4.31183,0.0,,TESS,True,True,True
7039.01,CANDIDATE,192.339004,-70.916554,3.3206355,2460088.850177,0.0,90.0,89.0,,0.04415586686753494,4.732,667.0,0.47320000000000007,3.01837,1683.48,1784.0,1.33,1.0416055419585004,5.0,5768.0,4.21,0.0,,TESS,True,True,True
704.01,CONFIRMED,91.089986,-55.311538,3.8143009,2458327.416979,0.0,90.0,89.0,,0.039383039924580296,1.3793952,457.7909152,0.13793952,1.1147163,26.3711883,577.9658451,0.504068,0.5601163570842225,5.0,3625.0,4.7833,0.0,,TESS,True,True,True
7040.01,CANDIDATE,283.443213,-34.784103,21.0562422,2460128.288364,0.0,90.0,89.0,,0.14544914786980365,4.4190398,2640.3371988,0.44190398000000003,5.1947988,31.8281648,605.7907661,0.950465,0.9258747875384176,5.0,5376.0,4.45068,0.0,,TESS,True,True,True
7041.01,CONFIRMED,357.802172,-50.869862,9.6994666,2460160.362835,0.0,90.0,89.0,,,15.7960068,512.9617961,1.5796006800000002,9.5295926,143.2589795,882.3689413,4.2105899,,5.0,4696.0,4.438,0.0,,TESS,True,True,True
7042.01,FALSE POSITIVE,249.91015,20.743061,2.817627,2460478.507055,0.0,90.0,89.0,,0.04203903693394849,1.455,868.0,0.14550000000000002,3.22711,327.873,1185.0,1.17,1.2484516379943045,5.0,6320.6,4.4,0.0,,TESS,True,True,True
7043.01,CANDIDATE,251.80616,37.885957,17.3840061,2460463.610974,0.0,90.0,89.0,,0.12615825181866694,3.932,561.0,0.3932,1.69425,29.5344,649.0,0.82,0.8863958310053265,5.0,5228.2,4.56,0.0,,TESS,True,True,True
7044.01,CANDIDATE,250.414739,15.20053,15.9669794,2460473.081723,0.0,90.0,89.0,,0.12607902036775717,3.514,2229.0,0.3514,6.72555,42.1361,709.0,1.55,1.0487292869569982,5.0,5888.0,4.08,0.0,,TESS,True,True,True
7045.01,CANDIDATE,256.054062,31.565369,2.2775983,2460477.847283,0.0,90.0,89.0,,0.03652191195133958,1.3,1131.0,0.13,4.16351,445.957,1280.0,1.3,1.2528143077985485,5.0,6320.0,4.31,0.0,,TESS,True,True,True
7046.01,CANDIDATE,40.587028,-59.46639,3.1084574,2459139.157588,0.0,90.0,89.0,,0.04324461467657286,2.534,9902.0,0.2534,13.2168,539.374,1342.0,1.3,1.1165719271328358,5.0,6024.0,4.26,0.0,,TESS,True,True,True
7047.01,CANDIDATE,81.397716,-25.517309,5.2729668,2459199.606231,0.0,90.0,89.0,,0.05736318023752075,3.738,1177.0,0.3738,2.56914,280.922,1140.0,0.81,0.9056701160059523,5.0,5294.0,4.58,0.0,,TESS,True,True,True
7048.01,CANDIDATE,353.430263,-62.643379,4.0863647,2460175.328426,0.0,90.0,89.0,,0.05155446324948859,2.213,4671.0,0.22130000000000002,13.1374,671.938,1418.0,1.8,1.0947249347621548,5.0,5969.0,3.96876,0.0,,TESS,True,True,True
7049.01,CANDIDATE,39.824291,7.470835,40.3833862,2460214.323255,0.0,90.0,89.0,,0.13848253690239756,2.345,6555.0,0.23450000000000004,2.03391,0.283517,203.0,0.25,0.21725011616666334,5.0,3236.0,4.98108,0.0,,TESS,True,True,True
705.01,CANDIDATE,106.477148,-72.558765,47.0196372,2458352.13367,0.0,90.0,89.0,,0.2818243279500204,5.8659335,1251.7456152,0.58659335,3.1012834,8.6423925,437.2987599,0.877877,1.3506951539313001,5.0,5249.18,4.68369,0.0,,TESS,True,True,True
7050.01,CANDIDATE,278.519237,17.199139,1.4182984,2460505.634065,0.0,90.0,89.0,,0.032719773704965906,0.654,2124.0,0.0654,9.60116,1110.56,1608.0,1.75,2.3231438235268747,5.0,9267.0,4.32,0.0,,TESS,True,True,True
7051.01,FALSE POSITIVE,272.797502,5.982054,4.9131459,2460500.349484,0.0,90.0,89.0,,0.05825389554694479,1.25,4488.0,0.125,7.84064,76.9918,825.0,1.12,1.0925367272409063,5.0,5999.0,4.38,0.0,,TESS,True,True,True
7052.01,CANDIDATE,268.95853,33.419623,2.8862017,2460500.659766,0.0,90.0,89.0,,0.03461605867702934,0.487,412.0,0.0487,1.71911,15.4038,551.0,0.64,0.6642934158782177,5.0,4269.0,4.65,0.0,,TESS,True,True,True
7053.01,CANDIDATE,281.70848,12.554509,2.8637988,2460503.94237,0.0,90.0,89.0,,0.05280351529213483,2.746,266.0,0.2746,7.75857,6505.86,2502.0,4.62,2.394881069600282,5.0,9416.0,3.49,0.0,,TESS,True,True,True
7054.01,CANDIDATE,269.095123,-2.404231,14.7595601,2460482.548909,0.0,90.0,89.0,,0.10697354730455902,5.5790065,16406.5561433,0.55790065,7.3454534,12.439999,478.9882236,0.569838,0.7496573685566359,5.0,4708.0,4.80336,0.0,,TESS,True,True,True
7055.01,CONFIRMED,274.37327,-3.381059,3.1290476,2460482.92975,0.0,90.0,89.0,,0.04166593030741751,3.409295,13426.2063185,0.34092950000000005,16.9082331,1052.2389998,1452.6077207,1.4505399,0.9855969681889079,5.0,5585.0,4.11064,0.0,,TESS,True,True,True
7056.01,CONFIRMED,280.6873,5.937659,2.993282,2460481.443181,0.0,90.0,89.0,,0.04383815021751002,2.5766956,14780.3009546,0.25766956,21.7455581,1890.6489714,1681.7927473,1.58601,1.254416744547954,5.0,6343.0,4.13783,0.0,,TESS,True,True,True
7057.01,CONFIRMED,269.57207,5.761371,3.3777419,2460480.135888,0.0,90.0,89.0,,0.041689083416944016,2.8147435,17290.4349881,0.28147435000000004,13.6239337,370.3984667,1118.889104,1.0408,0.8472168156475487,5.0,5080.0,4.33326,0.0,,TESS,True,True,True
7058.01,CONFIRMED,274.743418,10.597197,2.4651801,2460480.429067,0.0,90.0,89.0,,0.04072713760488264,3.5668145,11993.572763,0.35668145,17.0861139,2726.6327607,1843.0045682,1.51554,1.4829783355583859,5.0,6848.0,4.25,0.0,,TESS,True,True,True
7059.01,CONFIRMED,270.444183,-2.97098,4.4626647,2460481.357046,0.0,90.0,89.0,,0.0639893801213142,3.0802705,7983.8270519,0.30802705,13.3934403,1405.4798304,1561.6219471,1.3951401,1.7551556778280741,5.0,7587.0,4.39508,0.0,,TESS,True,True,True
706.01,CANDIDATE,74.752657,-49.736179,719.0381327,2458434.911525,0.0,90.0,89.0,,1.0228257857980048,5.4244096,4851.4092337,0.54244096,16.6333557,0.8538315,245.1674374,1.4981,0.27610966436044865,5.0,5709.6,3.53,0.0,,TESS,True,True,True
7060.01,CANDIDATE,300.047116,-71.966865,5.8497196,2460142.849779,0.0,90.0,89.0,,0.06555196710722487,3.458,507.0,0.34580000000000005,2.71286,375.868,1226.0,1.35,1.0981648456205155,5.0,6009.6,4.22,0.0,,TESS,True,True,True
7060.02,CANDIDATE,300.047116,-71.966865,1064.700399,2460070.899941,0.0,90.0,89.0,,2.1052999192583313,3.285,1294.0,0.3285,4.45158,4.48172,405.0,1.35,1.0981648456205155,5.0,6009.6,4.22,0.0,,TESS,True,True,True
7061.01,CONFIRMED,304.538843,-1.076003,2.1376682,2460532.279247,0.0,90.0,89.0,,0.03293416850289345,1.879,8819.0,0.1879,15.7532,531.159,1337.0,1.6,1.0428935111785274,5.0,5806.0,4.05,0.0,,TESS,True,True,True
7062.01,CANDIDATE,313.292091,-9.044055,10.5137924,2460528.435521,0.0,90.0,89.0,,0.0878563720131587,2.275,1611.0,0.2275,3.1867,25.6571,627.0,0.77,0.8184298304830498,5.0,4942.0,4.58,0.0,,TESS,True,True,True
7063.01,CANDIDATE,313.726289,-2.334419,3.7570477,2460527.926189,0.0,90.0,89.0,,0.04580255636358736,1.938,340.0,0.1938,1.41479,197.985,1045.0,0.83,0.9081470671915072,5.0,5263.0,4.56,0.0,,TESS,True,True,True
7064.01,CANDIDATE,276.104689,69.097768,61.5555962,2460466.125236,0.0,90.0,89.0,,0.3270643548239642,6.996,182.0,0.6996000000000001,2.1796,15.6504,554.0,1.8,1.231813644078616,5.0,6298.0,4.02,0.0,,TESS,True,True,True
7065.01,FALSE POSITIVE,279.71524,43.093727,2.6667526,2460530.686654,0.0,90.0,89.0,,0.03961861878812618,2.594,190.0,0.2594,3.01006,1172.14,1630.0,2.18,1.1665758650901532,5.0,6173.0,3.83,0.0,,TESS,True,True,True
7066.01,CONFIRMED,291.063681,0.746014,13.2341261,2460509.503679,0.0,90.0,89.0,,0.1031614598796665,2.3705157,18389.5092472,0.23705157,7.3853255,16.1089138,510.9593066,0.548929,0.8362619763132647,5.0,5025.0,4.88331,0.0,,TESS,True,True,True
7067.01,CONFIRMED,295.287232,41.222003,15.3573522,2460509.909088,0.0,90.0,89.0,,0.11869028480123234,3.5894467,21072.3970721,0.35894467,13.3280613,47.2404772,668.6491835,0.915391,0.9457868608532979,5.0,5462.0,4.49258,0.0,,TESS,True,True,True
7068.01,CONFIRMED,292.627494,37.860165,,2460517.615013,0.0,90.0,89.0,,,20.5949466,4156.2818203,2.05949466,8.964682,165.7019266,915.0643564,1.36797,1.1767471267166103,5.0,6181.58,4.23853,0.0,,TESS,True,True,True
7069.01,CANDIDATE,322.648515,32.006189,8.7201675,2460549.089507,0.0,90.0,89.0,,0.08157724207385095,3.11,957.0,0.311,2.35848,84.6734,845.0,0.85,0.9524404936070023,5.0,5443.0,4.56,0.0,,TESS,True,True,True
707.01,CANDIDATE,98.729589,-67.537274,52.7993058,2458345.524261,0.0,90.0,89.0,,0.2841026746750655,6.11948,541.2696023,0.611948,2.3982714,10.9718358,464.183367,1.02101,1.0973621875262873,5.0,5409.22,4.46229,0.0,,TESS,True,True,True
707.02,CANDIDATE,98.729589,-67.537274,17.4757465,2458328.766769,0.0,90.0,89.0,,0.13593991840486958,4.6911418,163.268484,0.46911418,1.4862817,47.9221101,671.0482261,1.02101,1.0973621875262873,5.0,5409.22,4.46229,0.0,,TESS,True,True,True
7070.01,CANDIDATE,314.841608,18.071787,4.4563756,2460555.634073,0.0,90.0,89.0,,0.05302036487274437,3.316,308.0,0.3316,2.98505,452.138,1284.0,1.8,1.0012557201344028,5.0,5658.0,3.93,0.0,,TESS,True,True,True
7071.01,CANDIDATE,305.946252,37.98274,5.5334128,2460555.517038,0.0,90.0,89.0,,0.08489689273869365,6.74,169.0,0.674,2.57273,13680.1,3012.0,2.28,2.6660586185407107,5.0,10409.0,4.15,0.0,,TESS,True,True,True
7072.01,CANDIDATE,324.361307,28.008443,0.8118915,2460557.683136,0.0,90.0,89.0,,0.017644224986265847,0.909,1245.0,0.09090000000000001,6.54453,4440.4,2274.0,1.71,1.1117118137809507,5.0,6019.0,4.02,0.0,,TESS,True,True,True
7073.01,CANDIDATE,306.238533,50.488593,13.1689848,2460554.021047,0.0,90.0,89.0,,0.11648137852080574,7.607,2592.0,0.7607,11.4366,472.115,1298.0,2.2,1.2157530328506354,5.0,6282.0,3.84,0.0,,TESS,True,True,True
7074.01,CANDIDATE,319.908796,46.067271,4.6504794,2460555.870633,0.0,90.0,89.0,,0.058355559656381895,5.051,6221.0,0.5051,18.8371,1172.26,1630.0,2.34,1.2258341466344789,5.0,6274.0,3.79,0.0,,TESS,True,True,True
7075.01,CANDIDATE,311.164232,41.139884,2.8120379,2460557.746647,0.0,90.0,89.0,,,1.647,11880.0,0.1647,9.95975,282.122,1141.0,0.91,,5.0,6004.1,,0.0,,TESS,True,True,True
7076.01,CANDIDATE,319.341171,44.560338,3.4747684,2460553.136841,0.0,90.0,89.0,,0.04979813237146374,3.054,4548.0,0.3054,16.2878,4048.18,2222.0,1.65,1.3644822435502464,5.0,6572.0,4.14,0.0,,TESS,True,True,True
7077.01,CANDIDATE,308.980504,44.884869,6.403011,2460557.395627,0.0,90.0,89.0,,,5.82,3868.0,0.5820000000000001,7.96127,629.67,1395.0,1.53,,5.0,5713.3,,0.0,,TESS,True,True,True
7078.01,CANDIDATE,299.784248,54.971049,6.3962557,2460553.361723,0.0,90.0,89.0,,0.06880331402545674,2.826,2257.0,0.2826,5.10457,164.368,997.0,1.13,1.0620791593210002,5.0,5847.0,4.36,0.0,,TESS,True,True,True
7079.01,,292.636286,54.680539,12.1252851,2460388.539526,0.0,90.0,89.0,,,6.998,2706.0,0.6998000000000001,15.2955,202.874,1051.0,2.39,,5.0,4951.0,,0.0,,TESS,True,True,True
708.01,FALSE POSITIVE,82.764859,-70.357179,1.996071,2458325.573663,0.0,90.0,89.0,,0.03461541265193033,5.910879,352.76672,0.5910879000000001,1.947951,1372.564389,1552.397488,0.975121,1.3887914010421076,5.0,6636.0,4.60452,0.0,,TESS,True,True,True
7080.01,CANDIDATE,311.763262,43.581973,36.6892187,2460377.247914,0.0,90.0,89.0,,0.24216470229462192,6.446,7413.0,0.6446000000000001,9.1862,57.1087,765.0,1.12,1.4074599490763824,5.0,6647.0,4.49,0.0,,TESS,True,True,True
7081.01,CANDIDATE,197.300194,65.3161,12.7617794,2460394.126272,0.0,90.0,89.0,,0.11457360615306285,4.223,26352.0,0.4223,16.8306,97.3693,875.0,1.06,1.232002901186483,5.0,6305.0,4.48,0.0,,TESS,True,True,True
7082.01,CANDIDATE,202.249317,40.195722,2.253174,2460393.685953,0.0,90.0,89.0,,0.02286365356357234,1.118,81734.0,0.11180000000000001,11.9013,19.5121,585.0,0.33,0.31407103069048736,5.0,3340.0,4.9,0.0,,TESS,True,True,True
7083.01,CANDIDATE,203.629694,53.866931,7.6253466,2460380.018139,0.0,90.0,89.0,,0.0741439386325724,6.702,2810.0,0.6702,9.43868,504.852,1320.0,2.19,0.9351649684899552,5.0,5408.0,3.73,0.0,,TESS,True,True,True
7084.01,CANDIDATE,316.498826,37.665263,21.8153374,2460544.198459,0.0,90.0,89.0,,0.14920864101078782,4.087,2502.0,0.4087,3.96837,21.5566,600.0,0.87,0.9311904326278914,5.0,5399.0,4.53,0.0,,TESS,True,True,True
7085.01,,310.682122,53.447772,2.202258,2460554.822529,0.0,90.0,89.0,,0.026557521610668926,1.046,48647.0,0.10460000000000001,11.2703,15.4828,552.0,0.52,0.5152365781372613,5.0,3388.0,4.72,0.0,,TESS,True,True,True
7086.01,CANDIDATE,334.215281,43.451939,1.0092447,2460393.22877,0.0,90.0,89.0,,0.019453930833279884,1.472,7501.0,0.1472,11.8411,1267.16,1662.0,1.34,0.9642942935624249,5.0,5491.0,4.17,0.0,,TESS,True,True,True
7087.01,CANDIDATE,299.718457,54.840033,7.9039906,2460555.516756,0.0,90.0,89.0,,0.07859703222128693,3.996,3040.0,0.3996,9.39901,213.482,1064.0,1.79,1.0368264361682213,5.0,5797.0,3.95,0.0,,TESS,True,True,True
7088.01,,318.951423,37.132423,7.1554749,2460545.183019,0.0,90.0,89.0,,0.08331605333140975,2.213,1811.0,0.22130000000000002,19.6737,1019.42,1574.0,2.78,1.5069179004770061,5.0,6919.0,3.73,0.0,,TESS,True,True,True
7089.01,CANDIDATE,310.766666,45.837007,1.5852089,2460366.591502,0.0,90.0,89.0,,0.03862168583480611,1.137,450.0,0.11370000000000001,5.77903,14006.0,,2.74,3.058448173642153,5.0,11678.0,4.05,0.0,,TESS,True,True,True
709.01,,65.655386,-54.147179,32.3766006,2458392.822001,0.0,90.0,89.0,,0.15760097694940176,3.8827521,52579.8740908,0.38827521,3.6771515,4854.6878282,2128.9236019,0.147,0.49818961417063046,5.0,50000.0,5.80276,0.0,,TESS,True,True,True
709.02,CANDIDATE,65.655386,-54.147179,777.0516742,2458399.221135,0.0,90.0,89.0,,1.3113078882934859,4.3877266,7211.9264886,0.43877266,1.3396102,70.1244992,738.052393,0.147,0.49818961417063046,5.0,50000.0,5.80276,0.0,,TESS,True,True,True
7090.01,CANDIDATE,217.336884,65.930097,60.6825768,2460291.411091,0.0,90.0,89.0,,0.30937864759211237,3.983,8480.0,0.39830000000000004,16.0883,10.102,496.0,1.48,1.0728115259446434,5.0,5918.0,4.13,0.0,,TESS,True,True,True
7091.01,CANDIDATE,306.609094,49.041249,4.8510805,2460549.960401,0.0,90.0,89.0,,,3.132,9714.0,0.31320000000000003,17.8341,250.696,1108.0,1.9,,5.0,5578.5,,0.0,,TESS,True,True,True
7092.01,CANDIDATE,310.142452,47.299605,1.102219,2460558.163842,0.0,90.0,89.0,,0.02490200178890408,1.538,4361.0,0.15380000000000002,16.2877,4488.98,2280.0,2.51,1.6956938418219947,5.0,7469.0,3.87,0.0,,TESS,True,True,True
