kepoi_name,koi_disposition,ra,dec,koi_period,koi_time0bk,koi_eccen,koi_longp,koi_incl,koi_impact,koi_sma,koi_duration,koi_depth,koi_ingress,koi_prad,koi_insol,koi_teq,koi_srad,koi_smass,koi_sage,koi_steff,koi_slogg,koi_smet,koi_kepmag,data_source,koi_smass_calculated,koi_sma_calculated,koi_incl_calculated
K01884.01,CANDIDATE,295.9024,39.918362,23.11707222,2454982.56221,0.0,,88.45,0.807,0.1437,3.9948,2407.5,,4.37,21.26,548.0,0.796,0.739,,5275.0,4.505,-0.3,15.462,Kepler,False,False,False
K01884.02,CANDIDATE,295.9024,39.918362,4.77502117,2455188.45644,0.0,,88.42,0.518,0.0502,1.7087,451.4,,1.73,174.23,926.0,0.796,0.739,,5275.0,4.505,-0.3,15.462,Kepler,False,False,False
K01950.01,CONFIRMED,291.95099,38.251701,66.4159789,2455021.13988,0.0,,89.7,0.371,0.3033,7.061,2053.2,,3.44,4.71,376.0,0.759,0.851,,5383.0,4.603,-0.22,15.983,Kepler,False,False,False
K01952.01,CONFIRMED,289.86157,43.472771,8.0103929,2454968.31823,0.0,,89.82,0.045,0.0772,4.2713,294.1,,1.88,184.38,940.0,1.111,0.957,,5616.0,4.327,0.14,14.601,Kepler,False,False,False
K00212.01,CANDIDATE,296.1398,41.60318,5.69590202,2454972.231637,0.0,,89.78,0.049,0.0627,3.5661,4921.1,,6.61,279.61,1043.0,0.94,1.013,,6106.0,4.497,-0.24,14.858,Kepler,False,False,False
K01952.02,CONFIRMED,289.86157,43.472771,27.6666375,2454976.86343,0.0,,88.98,0.519,0.1765,6.315,324.0,,2.04,35.27,622.0,1.111,0.957,,5616.0,4.327,0.14,14.601,Kepler,False,False,False
K01952.03,CONFIRMED,289.86157,43.472771,5.19559398,2454965.72178,0.0,,89.71,0.054,0.0579,3.748,116.0,,1.18,327.78,1085.0,1.111,0.957,,5616.0,4.327,0.14,14.601,Kepler,False,False,False
K02028.01,CONFIRMED,286.4527,42.657879,57.2488518,2455017.6864,0.0,,89.98,0.022,0.2818,6.083,1455.6,,3.19,8.17,431.0,0.846,0.91,,5642.0,4.542,-0.14,15.99,Kepler,False,False,False
K02028.02,CONFIRMED,286.4527,42.657879,37.0551726,2455033.20176,0.0,,88.19,0.884,0.2109,5.439,1028.8,,3.19,14.59,498.0,0.846,0.91,,5642.0,4.542,-0.14,15.99,Kepler,False,False,False
K02029.01,CONFIRMED,299.89651,46.051971,16.33269981,2454969.90909,0.0,,88.19,0.893,0.1168,2.174,300.4,,1.61,28.76,591.0,0.772,0.796,,5208.0,4.563,-0.14,12.957,Kepler,False,False,False
K02029.02,CONFIRMED,299.89651,46.051971,10.05550267,2455006.2234,0.0,,89.87,0.061,0.0845,2.951,147.7,,0.92,54.96,694.0,0.772,0.796,,5208.0,4.563,-0.14,12.957,Kepler,False,False,False
K02031.01,CONFIRMED,283.89941,41.221611,9.30413878,2454973.33868,0.0,,89.16,0.488,0.0748,1.9254,637.3,,1.67,27.35,583.0,0.658,0.645,,4458.0,4.611,-0.16,14.796,Kepler,False,False,False
K01820.01,CONFIRMED,281.34882,44.295238,4.33722007,2454965.85152,0.0,,89.77,0.053,0.05,2.4973,358.5,,1.63,231.86,996.0,0.876,0.883,,5390.0,4.499,0.06,13.53,Kepler,False,False,False
K01820.02,CONFIRMED,281.34882,44.295238,1.653889476,2454965.18845,0.0,,88.21,0.226,0.0263,1.7242,124.4,,0.97,838.03,1373.0,0.876,0.883,,5390.0,4.499,0.06,13.53,Kepler,False,False,False
K01822.01,CONFIRMED,297.94016,40.278629,150.8783198,2455039.69223,0.0,,89.99,0.022,0.5726,8.6797,659.9,,4.37,7.56,423.0,1.737,1.099,,5504.0,3.999,0.3,12.443,Kepler,False,False,False
K01824.01,CONFIRMED,291.38223,38.127468,3.553831111,2454967.64066,0.0,,83.05,0.74,0.0456,3.1029,191.8,,1.62,658.37,1292.0,1.081,0.998,,6015.0,4.37,-0.12,12.722,Kepler,False,False,False
K01824.02,CONFIRMED,291.38223,38.127468,1.6783263,2454969.05259,0.0,,68.37,0.91,0.0276,2.5123,146.3,,1.57,1797.15,1659.0,1.081,0.998,,6015.0,4.37,-0.12,12.722,Kepler,False,False,False
K01885.01,CONFIRMED,296.75415,49.20874,5.65378163,2454964.71154,0.0,,88.77,0.439,0.0626,1.9483,366.8,,1.82,256.14,1020.0,0.934,1.021,,5988.0,4.507,-0.12,14.377,Kepler,False,False,False
K01886.01,CONFIRMED,299.66046,46.198421,5.99185827,2454969.88244,0.0,,85.77,0.905,0.0681,1.7215,186.3,,2.75,796.76,1355.0,1.695,1.173,,6157.0,4.049,-0.02,12.239,Kepler,False,False,False
K01888.01,CONFIRMED,286.68552,47.098221,120.0183551,2454967.18742,0.0,,89.5,0.58,0.5337,11.637,886.0,,4.54,11.84,473.0,1.467,1.406,,6469.0,4.253,0.44,13.256,Kepler,False,False,False
K01889.01,CONFIRMED,286.27386,48.61871,14.30517579,2454968.06301,0.0,,85.25,0.924,0.1129,4.535,863.4,,3.05,54.59,693.0,0.846,0.938,,5741.0,4.555,-0.16,15.338,Kepler,False,False,False
K01889.02,CONFIRMED,286.27386,48.61871,9.18189122,2454965.40505,0.0,,79.49,0.971,0.084,4.343,363.6,,2.17,98.61,804.0,0.846,0.938,,5741.0,4.555,-0.16,15.338,Kepler,False,False,False
K02248.04,CANDIDATE,292.23993,48.51157,2.64622742,2454965.66343,0.0,,87.87,0.478,0.0349,1.407,155.5,,0.99,324.38,1082.0,0.787,0.812,,5167.0,4.555,-0.04,15.498,Kepler,False,False,False
K02250.01,CONFIRMED,285.21667,41.282429,2.935362067,2454969.18415,0.0,,84.29,0.86,0.0371,1.5043,1052.6,,3.15,258.48,1022.0,0.823,0.79,,4922.0,4.505,0.2,15.622,Kepler,False,False,False
K02252.01,CONFIRMED,292.23395,41.575211,13.53953595,2454976.15629,0.0,,89.46,0.219,0.1246,4.389,134.2,,2.32,320.19,1079.0,1.997,1.406,,6109.0,3.985,0.2,13.628,Kepler,False,False,False
K02253.01,CONFIRMED,294.26633,45.204311,22.7082375,2454966.72114,0.0,,89.96,0.032,0.1603,3.503,298.8,,1.72,49.67,677.0,0.992,1.063,,6170.0,4.472,-0.16,14.574,Kepler,False,False,False
K02255.01,CONFIRMED,287.87939,43.364071,7.97033985,2454969.55775,0.0,,89.74,0.107,0.0755,2.6675,490.8,,1.81,116.77,839.0,0.818,0.907,,5774.0,4.567,-0.3,15.833,Kepler,False,False,False
K02336.01,FALSE POSITIVE,296.97107,41.46701,5.33459393,2454966.43443,0.0,,89.41,0.158,0.0482,2.642,226.3,,0.79,36.55,627.0,0.533,0.525,,4275.0,4.704,-0.76,14.853,Kepler,False,False,False
K02337.01,CONFIRMED,284.3511,40.852982,8.49640437,2454971.73595,0.0,,88.49,0.628,0.0726,2.2128,834.0,,2.14,57.43,702.0,0.709,0.707,,5093.0,4.586,-0.38,15.888,Kepler,False,False,False
K02338.01,CONFIRMED,292.36957,43.910809,66.1843646,2454974.62259,0.0,,89.03,0.877,0.3179,5.155,560.5,,2.72,8.57,436.0,0.978,0.977,,5640.0,4.447,0.14,14.862,Kepler,False,False,False
K02339.01,CONFIRMED,291.66928,42.59071,2.032318856,2454965.64394,0.0,,89.96,0.009,0.0283,1.1596,287.5,,1.12,247.21,1011.0,0.682,0.761,,4670.0,4.635,0.06,15.13,Kepler,False,False,False
K02339.02,CANDIDATE,291.66928,42.59071,65.18703725,2455010.6208875,,,89.0,,,5.44,,,,,,,,,,,,15.13,Kepler,False,False,False
K00239.02,CONFIRMED,297.20154,41.730209,3.62275506,2454965.99267,0.0,,89.96,0.007,0.0467,2.7868,180.6,,1.62,683.84,1304.0,1.216,1.032,,5794.0,4.282,0.14,14.762,Kepler,False,False,False
K02101.01,CONFIRMED,294.70938,45.969501,2.892216772,2454965.87726,0.0,,85.46,0.806,0.034,1.3596,360.5,,1.31,93.66,794.0,0.615,0.625,,4229.0,4.655,-0.12,15.068,Kepler,False,False,False
K02102.01,CONFIRMED,281.59415,42.596409,187.746606,2454990.35064,0.0,,90.0,0.015,0.5791,5.885,1583.0,,2.95,1.2,267.0,0.753,0.734,,5303.0,4.55,-0.4,15.206,Kepler,False,False,False
K02103.01,CONFIRMED,295.50269,43.232792,2.543063763,2454965.68159,0.0,,88.18,0.215,0.0358,2.8473,152.0,,1.26,716.3,1319.0,1.029,0.945,,5579.0,4.389,0.14,14.736,Kepler,False,False,False
K00223.01,CONFIRMED,286.16205,39.678001,3.177414601,2454967.478892,0.0,,85.79,0.786,0.039,1.5262,1134.3,,2.65,233.26,997.0,0.708,0.785,,5303.0,4.63,-0.38,14.708,Kepler,False,False,False
K02104.01,CONFIRMED,288.74994,48.277168,2.168451063,2454965.14107,0.0,,88.96,0.207,0.0337,1.458,466.9,,2.41,1389.18,1558.0,1.109,1.077,,6153.0,4.382,0.02,15.141,Kepler,False,False,False
K02173.01,CONFIRMED,297.29242,49.981628,37.8154157,2454974.10346,0.0,,89.43,0.533,0.2016,4.662,286.4,,1.21,6.09,401.0,0.705,0.79,,4856.0,4.624,0.0,12.879,Kepler,False,False,False
K02173.02,CONFIRMED,297.29242,49.981628,53.5783052,2455004.1857,0.0,,89.16,0.769,0.2543,5.194,224.9,,1.16,3.82,357.0,0.705,0.79,,4856.0,4.624,0.0,12.879,Kepler,False,False,False
K02174.01,CANDIDATE,300.24222,44.141399,6.69332825,2454970.70324,0.0,,83.98,0.952,0.0602,2.311,781.8,,2.44,32.54,609.0,0.637,0.649,,4245.0,4.641,0.0,15.673,Kepler,False,False,False
K02174.02,CONFIRMED,300.24222,44.141399,33.1362861,2455002.50676,0.0,,88.87,0.791,0.1748,4.163,825.2,,2.05,3.86,357.0,0.637,0.649,,4245.0,4.641,0.0,15.673,Kepler,False,False,False
K02174.03,CONFIRMED,300.24222,44.141399,7.72513619,2455009.80202,0.0,,84.97,0.954,0.0662,2.042,382.2,,1.71,26.91,581.0,0.637,0.649,,4245.0,4.641,0.0,15.673,Kepler,False,False,False
K02256.01,CONFIRMED,299.07709,45.440639,10.71253475,2454970.16499,0.0,,88.16,0.72,0.0784,2.7186,1198.6,,2.02,13.09,485.0,0.544,0.561,,4175.0,4.715,-0.46,15.813,Kepler,False,False,False
K02257.01,CONFIRMED,283.29214,45.434109,32.5635249,2454996.46038,0.0,,89.51,0.371,0.19,5.418,578.3,,2.05,13.63,490.0,0.859,0.861,,5225.0,4.505,0.14,15.48,Kepler,False,False,False
K02259.01,CONFIRMED,300.1705,43.98497,12.19140405,2454969.33677,0.0,,89.9,0.091,0.0984,1.8832,665.8,,2.46,80.01,763.0,0.967,0.856,,5516.0,4.399,-0.06,15.364,Kepler,False,False,False
K02260.01,CONFIRMED,290.23584,50.03009,6.11784972,2454966.61873,0.0,,88.22,0.391,0.0685,3.458,60.5,,1.05,509.24,1211.0,1.333,1.143,,6226.0,4.247,0.02,12.168,Kepler,False,False,False
K02261.01,CONFIRMED,287.52963,38.894508,3.97599629,2454966.62238,0.0,,88.57,0.331,0.0457,2.2029,206.0,,1.11,181.47,936.0,0.778,0.803,,5143.0,4.561,-0.06,14.11,Kepler,False,False,False
K02340.01,CONFIRMED,288.83401,44.838249,7.68478504,2454970.64035,0.0,,89.89,0.045,0.0732,2.447,274.1,,1.47,112.06,830.0,0.907,0.884,,5344.0,4.469,0.14,14.776,Kepler,False,False,False
K02341.01,FALSE POSITIVE,299.84909,47.20256,0.990516282,2454964.84152,0.0,,40.53,0.989,0.0206,2.019,101.6,,3.52,15469.83,2841.0,2.399,1.194,,5975.0,3.755,-0.38,13.405,Kepler,False,False,False
K02342.01,CONFIRMED,293.72586,47.24704,15.0447098,2454966.20895,0.0,,89.94,0.022,0.1152,5.823,97.9,,1.51,177.24,931.0,1.525,0.899,,5798.0,4.025,-0.4,13.037,Kepler,False,False,False
K02343.01,CANDIDATE,290.37512,41.43375,29.0726293,2454969.97364,0.0,,89.42,0.682,0.1806,2.516,439.6,,2.32,33.69,614.0,1.042,0.928,,5799.0,4.37,-0.12,14.409,Kepler,False,False,False
K02344.01,CONFIRMED,296.60342,44.129261,1.118547814,2454965.84826,0.0,,87.68,0.221,0.0188,1.5534,234.8,,0.98,447.97,1174.0,0.658,0.725,,4496.0,4.65,0.06,15.793,Kepler,False,False,False
K02105.01,CONFIRMED,291.87134,44.087379,6.42199919,2454967.58037,0.0,,89.11,0.281,0.0684,2.6192,161.6,,1.25,236.21,1000.0,0.981,1.03,,5985.0,4.468,-0.04,13.862,Kepler,False,False,False
K02106.01,CONFIRMED,293.90057,50.427052,9.75374033,2454967.06014,0.0,,89.45,0.295,0.0892,2.348,430.8,,1.87,103.3,813.0,0.899,0.996,,5806.0,4.528,-0.04,15.158,Kepler,False,False,False
K02107.01,CONFIRMED,294.56937,45.671261,81.3153052,2455008.9957,0.0,,89.99,0.013,0.3483,5.807,715.5,,2.55,5.64,393.0,0.975,0.852,,5325.0,4.39,0.12,15.111,Kepler,False,False,False
K02108.01,CONFIRMED,281.32257,48.066502,51.3283527,2455010.67418,0.0,,89.06,0.582,0.2731,9.357,692.3,,3.06,21.06,546.0,1.119,1.027,,6119.0,4.353,-0.1,14.955,Kepler,False,False,False
K02109.01,CONFIRMED,287.38208,49.452389,19.7919389,2454982.30719,0.0,,86.29,0.954,0.1473,3.787,383.7,,2.58,69.48,736.0,1.039,1.084,,6285.0,4.441,-0.18,14.09,Kepler,False,False,False
K02175.01,CONFIRMED,291.88004,45.387932,26.8475962,2454975.17023,0.0,,88.58,0.457,0.1833,10.068,254.1,,3.2,96.89,800.0,1.988,1.136,,5508.0,3.897,0.1,12.848,Kepler,False,False,False
K02177.01,CONFIRMED,286.36746,48.423931,62.8917493,2454972.12778,0.0,,89.36,0.632,0.2881,6.831,791.0,,2.5,5.13,384.0,0.855,0.805,,5052.0,4.48,0.16,15.481,Kepler,False,False,False
K02179.01,CONFIRMED,293.67422,47.908459,14.87149773,2454970.69573,0.0,,89.98,0.018,0.0977,2.4076,944.9,,1.59,5.51,391.0,0.524,0.561,,3825.0,4.749,0.07,15.673,Kepler,False,False,False
K02179.02,CONFIRMED,293.67422,47.908459,2.732767897,2455187.09581,0.0,,86.76,0.748,0.0316,1.1102,613.1,,1.42,52.68,687.0,0.524,0.561,,3825.0,4.749,0.07,15.673,Kepler,False,False,False
K00231.01,FALSE POSITIVE,287.40244,39.190731,119.8401019,2454994.863461,0.0,,89.42,1.269,0.4267,3.6796,5448.7,,26.96,1.0,255.0,0.675,0.733,,4602.0,4.637,0.0,14.945,Kepler,False,False,False
K00234.01,CONFIRMED,290.35815,44.518749,9.61375316,2454965.185679,0.0,,87.37,0.604,0.0897,4.654,797.9,,3.27,177.26,931.0,1.11,1.037,,5997.0,4.364,0.02,14.283,Kepler,False,False,False
K02261.02,CANDIDATE,287.52963,38.894508,6.6254781,2454969.1733,0.0,,89.38,0.2113,0.0641,2.358,122.0,,0.9,111.18,828.0,0.832,0.799,,5211.0,4.5,-0.04,14.11,Kepler,False,False,False
K02263.01,CONFIRMED,286.97128,44.708302,29.9685917,2454980.8598,0.0,,89.52,0.282,0.1969,6.678,309.5,,1.91,40.76,644.0,1.076,1.13,,6249.0,4.428,-0.04,14.456,Kepler,False,False,False
K02264.01,CONFIRMED,290.34851,50.902851,33.2407985,2454976.46683,0.0,,89.75,0.231,0.1975,4.675,341.9,,1.51,13.17,486.0,0.827,0.928,,5382.0,4.571,0.1,14.477,Kepler,False,False,False
K02265.01,FALSE POSITIVE,290.13821,38.491184,2.97600846,2454965.98121,0.0,,79.4,0.715,0.0437,4.274,103.2,,2.27,3034.68,1892.0,2.088,1.256,,6208.0,3.898,-0.1,13.4,Kepler,False,False,False
K02345.01,CONFIRMED,294.61481,40.833172,15.18727049,2454967.05495,0.0,,86.77,0.839,0.1183,4.509,292.5,,1.94,91.56,789.0,1.005,0.956,,6136.0,4.414,-0.36,14.724,Kepler,False,False,False
K02346.01,CONFIRMED,292.29062,44.653252,28.6853212,2454992.87094,0.0,,86.68,0.922,0.179,6.307,689.1,,2.69,21.09,547.0,0.838,0.93,,5726.0,4.559,-0.18,15.658,Kepler,False,False,False
K02347.01,CONFIRMED,292.77338,44.178131,0.588001053,2454965.058754,0.0,,83.78,0.403,0.0114,1.1451,297.4,,0.99,473.45,1188.0,0.57,0.576,,3814.0,4.687,0.24,14.934,Kepler,False,False,False
K02348.01,CONFIRMED,289.4415,42.498131,85.7357202,2455003.98121,0.0,,89.98,0.033,0.3877,7.625,747.7,,2.94,9.54,448.0,1.077,1.054,,6096.0,4.397,-0.04,15.301,Kepler,False,False,False
K02350.01,CONFIRMED,290.27969,41.515049,1.078389713,2454966.25041,0.0,,76.41,0.846,0.0196,1.3394,300.5,,1.98,1817.38,1667.0,0.985,0.857,,5325.0,4.384,0.14,15.143,Kepler,False,False,False
K02110.01,CONFIRMED,294.46854,49.33102,5.03728033,2454967.1094,0.0,,80.72,0.96,0.0628,2.0619,76.3,,1.55,720.22,1321.0,1.381,1.306,,6387.0,4.271,0.2,12.189,Kepler,False,False,False
K02111.01,CONFIRMED,286.28473,44.781551,3.289726319,2454964.75522,0.0,,89.73,0.052,0.0424,2.3274,234.9,,1.37,367.18,1116.0,0.91,0.937,,5463.0,4.492,0.16,14.866,Kepler,False,False,False
K02111.02,CONFIRMED,286.28473,44.781551,7.18644594,2454969.62345,0.0,,87.2,0.892,0.0714,1.4972,402.0,,2.19,129.48,860.0,0.91,0.937,,5463.0,4.492,0.16,14.866,Kepler,False,False,False
K02113.01,CONFIRMED,293.82431,42.779701,15.94248453,2454979.33157,0.0,,89.96,0.022,0.1194,3.4894,1093.7,,2.62,34.06,616.0,0.806,0.897,,5376.0,4.576,-0.02,15.886,Kepler,False,False,False
K00223.02,CONFIRMED,286.16205,39.678001,41.0081117,2454980.03382,0.0,,88.72,0.878,0.2144,4.376,1004.5,,2.64,7.72,425.0,0.708,0.785,,5303.0,4.63,-0.38,14.708,Kepler,False,False,False
K02180.01,CONFIRMED,293.32242,42.86747,11.55562042,2454971.19752,0.0,,88.21,0.874,0.0983,1.6758,441.5,,2.11,57.75,703.0,0.85,0.945,,5420.0,4.555,0.14,14.816,Kepler,False,False,False
K02181.01,CONFIRMED,301.34286,44.672211,12.2885046,2454974.61869,0.0,,88.64,0.632,0.1017,2.807,342.1,,3.22,164.61,913.0,1.671,0.929,,5109.0,3.96,0.1,14.414,Kepler,False,False,False
K02182.01,CONFIRMED,295.56799,42.478298,17.13263125,2454980.1546,0.0,,89.59,0.298,0.1242,3.0555,850.2,,2.31,32.91,611.0,0.794,0.876,,5477.0,4.578,-0.16,15.842,Kepler,False,False,False
K02183.01,CONFIRMED,292.17114,40.916309,19.0231361,2454972.65988,0.0,,88.73,0.698,0.1374,3.431,401.6,,2.04,41.5,647.0,0.954,0.955,,5569.0,4.459,0.14,15.198,Kepler,False,False,False
K02183.02,CONFIRMED,292.17114,40.916309,4.57948235,2454968.09685,0.0,,89.72,0.055,0.0532,3.106,207.1,,1.35,276.82,1040.0,0.954,0.955,,5569.0,4.459,0.14,15.198,Kepler,False,False,False
K02266.01,CONFIRMED,298.30273,47.694031,1.003931703,2454965.09988,0.0,,89.76,0.023,0.0175,1.4361,491.1,,1.6,962.58,1419.0,0.741,0.715,,4949.0,4.552,-0.18,15.942,Kepler,False,False,False
K02269.01,FALSE POSITIVE,297.01965,49.997379,0.614083885,2454965.46969,0.0,,88.76,0.106,0.0156,0.9817,389.5,,2.55,10827.22,2603.0,1.276,1.334,,6521.0,4.352,0.21,15.177,Kepler,False,False,False
K02271.01,CONFIRMED,287.2977,47.455441,55.8224775,2455002.03741,0.0,,89.98,0.031,0.2663,5.457,879.6,,2.13,4.85,379.0,0.736,0.817,,5162.0,4.611,-0.18,15.624,Kepler,False,False,False
K02272.01,CANDIDATE,294.15366,46.309681,1.34145255,2454965.69106,0.0,,58.42,0.68,0.0287,7.502,26.6,,1.31,19568.74,3015.0,2.389,1.754,,7495.0,3.926,-0.1,12.783,Kepler,False,False,False
K02273.01,CONFIRMED,294.91156,46.491459,6.11010439,2454969.91214,0.0,,89.16,0.284,0.0709,2.314,59.7,,0.93,378.84,1125.0,1.195,1.27,,6213.0,4.387,0.36,12.716,Kepler,False,False,False
K00240.01,CONFIRMED,291.08014,43.860199,4.286866229,2454971.614882,0.0,,81.72,0.757,0.0535,4.4726,1321.9,,4.14,517.66,1217.0,1.049,1.107,,6228.0,4.441,-0.08,14.982,Kepler,False,False,False
K02351.01,CONFIRMED,292.42758,37.320808,10.27380957,2454967.65748,0.0,,89.71,0.125,0.0924,3.252,352.8,,1.68,96.27,799.0,0.899,0.996,,5806.0,4.528,-0.04,14.909,Kepler,False,False,False
K02352.01,CONFIRMED,285.1828,43.831078,13.39155154,2454966.05499,0.0,,88.8,0.539,0.1173,3.391,48.9,,1.58,459.23,1180.0,2.188,1.198,,6197.0,3.837,-0.32,10.421,Kepler,False,False,False
K02352.02,CONFIRMED,285.1828,43.831078,5.62904396,2454967.74679,0.0,,88.8,0.237,0.0658,3.7295,39.5,,1.39,1459.41,1576.0,2.188,1.198,,6197.0,3.837,-0.32,10.421,Kepler,False,False,False
K02352.03,CONFIRMED,285.1828,43.831078,8.2562857,2454970.9267,0.0,,87.44,0.816,0.085,2.0378,37.3,,1.49,874.56,1387.0,2.188,1.198,,6197.0,3.837,-0.32,10.421,Kepler,False,False,False
K02113.02,CONFIRMED,293.82431,42.779701,12.33087921,2455194.9744,0.0,,89.98,0.011,0.1006,3.0664,872.2,,2.34,47.99,671.0,0.806,0.897,,5376.0,4.576,-0.02,15.886,Kepler,False,False,False
K02114.01,CONFIRMED,281.11176,42.45491,4.421566535,2454965.18465,0.0,,84.34,0.869,0.0471,2.1229,684.0,,2.19,66.94,729.0,0.697,0.713,,4299.0,4.604,0.38,15.18,Kepler,False,False,False
K02115.01,CONFIRMED,294.15332,46.166439,15.72585941,2454966.98774,0.0,,89.78,0.122,0.1151,3.8284,1313.1,,2.69,31.13,602.0,0.755,0.824,,5332.0,4.597,-0.22,16.144,Kepler,False,False,False
K02116.01,CONFIRMED,291.1452,44.062538,1.252753881,2454966.17054,0.0,,84.54,0.4,0.0239,2.1472,200.0,,2.44,5545.35,2199.0,1.705,1.165,,5907.0,4.041,0.16,14.69,Kepler,False,False,False
K02117.01,CONFIRMED,286.47934,39.269958,13.36019864,2454964.81481,0.0,,89.04,0.534,0.1002,2.788,699.9,,1.84,17.3,520.0,0.688,0.768,,4500.0,4.638,0.28,15.637,Kepler,False,False,False
K02185.01,CONFIRMED,286.00296,44.756592,76.957056,2455025.33682,0.0,,89.25,0.638,0.3436,9.551,367.1,,2.09,9.81,451.0,1.041,0.912,,5878.0,4.363,-0.24,14.353,Kepler,False,False,False
K02186.01,CANDIDATE,285.90848,38.212719,14.97974335,2454976.46174,0.0,,85.89,0.93,0.1106,4.126,1211.8,,3.79,34.95,620.0,0.853,0.803,,5062.0,4.481,0.14,15.549,Kepler,False,False,False
K02188.02,CANDIDATE,283.75385,47.796951,6.7445683,2454968.5092,0.0,,89.38,0.1199,0.0693,3.813,86.6,,0.86,220.68,983.0,0.923,0.974,,6106.0,4.496,-0.34,15.319,Kepler,False,False,False
K02189.01,CANDIDATE,298.07474,40.94899,33.35859852,2454970.57061,0.0,,88.99,0.937,0.1854,2.286,1825.9,,4.44,10.46,459.0,0.799,0.763,,5009.0,4.515,0.0,15.253,Kepler,False,False,False
K02191.01,CONFIRMED,285.08655,40.898998,8.84784273,2454973.15085,0.0,,89.92,0.047,0.0699,2.0572,460.2,,1.15,12.48,479.0,0.552,0.581,,3867.0,4.718,0.1,14.911,Kepler,False,False,False
K02274.01,CONFIRMED,292.16858,43.779671,9.98970266,2454966.76102,0.0,,89.99,0.005,0.088,3.7,988.4,,2.48,58.26,705.0,0.81,0.91,,5265.0,4.58,0.14,15.909,Kepler,False,False,False
K00235.01,CONFIRMED,295.10995,43.915211,5.63252508,2454966.81818,0.0,,88.58,0.455,0.0598,2.1448,634.4,,2.04,119.75,844.0,0.804,0.896,,5216.0,4.58,0.14,14.353,Kepler,False,False,False
K02276.01,CONFIRMED,294.95892,38.591572,1.442592305,2454967.07188,0.0,,86.82,0.207,0.0284,2.9698,166.0,,2.67,12557.23,2700.0,2.043,1.462,,7216.0,3.983,-0.36,11.558,Kepler,False,False,False
K02278.01,CONFIRMED,291.60718,38.410389,14.17222858,2454975.60134,0.0,,87.71,0.869,0.1146,2.6297,246.8,,2.39,137.33,873.0,1.314,0.998,,5845.0,4.2,-0.02,13.776,Kepler,False,False,False
K02278.02,CONFIRMED,291.60718,38.410389,4.92031063,2454968.40577,0.0,,88.48,0.242,0.0566,4.046,81.0,,1.18,562.99,1242.0,1.314,0.998,,5845.0,4.2,-0.02,13.776,Kepler,False,False,False
K02358.01,CONFIRMED,295.1391,40.979061,56.4931698,2454976.99262,0.0,,88.89,0.707,0.3259,8.704,411.9,,4.43,50.79,681.0,2.046,1.443,,6160.0,3.976,0.24,13.524,Kepler,False,False,False
K00241.01,CONFIRMED,286.75278,49.064911,13.82142084,2454964.79237,0.0,,86.05,0.904,0.1005,3.985,765.2,,2.2,23.15,560.0,0.651,0.715,,4983.0,4.66,-0.44,14.139,Kepler,False,False,False
K02360.01,FALSE POSITIVE,287.80408,43.168961,2.30367952,2454966.76909,0.0,,61.68,0.964,0.0337,3.0898,136.4,,1.3,866.21,1384.0,0.865,0.961,,6191.0,4.546,-0.5,15.206,Kepler,False,False,False
K02361.01,CONFIRMED,295.30255,49.589119,5.78387049,2454968.5798,0.0,,89.59,0.227,0.0655,1.3966,413.3,,2.07,288.69,1051.0,1.012,1.117,,6063.0,4.476,0.07,15.049,Kepler,False,False,False
K02362.02,CONFIRMED,291.88126,44.555729,11.08507658,2455188.03627,0.0,,88.44,0.819,0.0901,1.751,771.8,,2.5,46.17,665.0,0.793,0.792,,5080.0,4.538,0.0,15.938,Kepler,False,False,False
K02119.01,CONFIRMED,291.04993,39.14167,0.571038347,2454964.653752,0.0,,66.6,0.876,0.0126,1.1267,242.1,,1.65,3069.59,1897.0,0.886,0.82,,5132.0,4.457,0.16,14.098,Kepler,False,False,False
K02120.01,CONFIRMED,297.07465,39.933849,8.77425786,2454965.33386,0.0,,86.06,0.917,0.0784,2.2245,239.6,,1.75,83.63,771.0,0.905,0.832,,5146.0,4.445,0.2,13.714,Kepler,False,False,False
K02121.01,CONFIRMED,296.04233,45.985142,4.51005082,2454967.56954,0.0,,89.59,0.115,0.0511,2.1533,294.8,,1.74,301.74,1063.0,1.032,0.873,,5362.0,4.352,0.16,14.979,Kepler,False,False,False
K02122.01,CONFIRMED,291.64624,39.396629,37.6468519,2454994.46355,0.0,,89.99,0.008,0.2466,6.344,427.4,,5.37,90.85,787.0,2.652,1.41,,5443.0,3.74,0.26,14.288,Kepler,False,False,False
K02123.01,CONFIRMED,301.54297,44.60561,29.4557841,2454987.17062,0.0,,89.98,0.018,0.1879,3.451,533.8,,2.19,30.3,598.0,0.949,1.018,,6036.0,4.491,-0.16,14.385,Kepler,False,False,False
K00232.01,CONFIRMED,291.11188,39.949108,12.466004437,2454967.003258,0.0,,89.39,0.209,0.1051,5.0066,2232.1,,5.65,152.76,897.0,1.191,0.995,,6038.0,4.284,-0.16,14.247,Kepler,False,False,False
K02193.01,CONFIRMED,284.10779,44.245811,2.361724472,2454966.23932,0.0,,89.97,0.009,0.0299,1.2167,587.0,,1.53,170.59,922.0,0.651,0.637,,4478.0,4.615,-0.22,15.658,Kepler,False,False,False
